ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,STATUS_TARGET
5010991,F,Y,Y,3,113100.0,Working,Secondary / secondary special,Married,Municipal apartment,-9296,-39,1,0,0,0,Unknown,5,25.45,0,0.11,1
5010992,F,N,Y,0,451200.0,Working,Secondary / secondary special,Married,House / apartment,-9921,-876,1,0,0,1,Medicine staff,2,27.16,0,2.4,0
5010993,F,N,Y,0,177500.0,Working,Secondary / secondary special,Married,House / apartment,-19084,-6703,1,0,0,0,Laborers,2,52.25,0,18.35,0
5010994,M,N,Y,0,132800.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-23912,-13399,1,0,0,0,Waiters/barmen staff,2,65.47,0,36.68,0
5010995,F,N,Y,1,345600.0,Working,Secondary / secondary special,Married,House / apartment,-22390,-11138,1,0,0,0,Core staff,3,61.3,0,30.49,0
5010996,F,N,N,0,292900.0,Working,Secondary / secondary special,Married,House / apartment,-25258,-9629,1,0,0,0,Medicine staff,2,69.15,0,26.36,0
5010997,F,Y,Y,0,148100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17863,-10054,1,0,1,0,Unknown,2,48.91,0,27.53,0
5010998,M,N,Y,0,130500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24864,365243,1,0,0,0,Unknown,1,68.07,1,0.0,1
5010999,F,N,Y,0,222300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12874,-5069,1,1,1,0,Unknown,2,35.25,0,13.88,0
5011000,F,Y,N,0,133700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-15003,365243,1,1,0,0,Unknown,1,41.08,1,0.0,0
5011001,F,N,Y,0,143600.0,Pensioner,Higher education,Married,House / apartment,-14538,365243,1,1,1,0,Unknown,2,39.8,1,0.0,0
5011002,F,N,Y,0,258700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8170,365243,1,1,1,0,Unknown,2,22.37,1,0.0,0
5011003,F,N,Y,1,150600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22457,-9820,1,0,1,0,Laborers,3,61.48,0,26.89,0
5011004,F,Y,Y,0,302200.0,Working,Higher education,Married,House / apartment,-7756,-794,1,0,0,0,Managers,2,21.23,0,2.17,0
5011005,M,Y,N,1,514300.0,Working,Secondary / secondary special,Married,House / apartment,-20634,-1228,1,0,0,0,High skill tech staff,3,56.49,0,3.36,0
5011006,F,N,Y,0,226700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14739,-4681,1,0,0,0,Unknown,2,40.35,0,12.82,0
5011007,M,Y,N,0,260500.0,Working,Secondary / secondary special,Married,House / apartment,-7419,-352,1,0,0,0,Managers,2,20.31,0,0.96,0
5011008,F,N,Y,0,669700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12600,-5275,1,0,1,0,Laborers,2,34.5,0,14.44,0
5011009,F,Y,Y,0,134800.0,Working,Secondary / secondary special,Married,House / apartment,-13626,-4072,1,0,1,0,Laborers,2,37.31,0,11.15,0
5011010,M,Y,N,0,442900.0,Commercial associate,Lower secondary,Married,House / apartment,-24923,-14662,1,1,1,0,Laborers,2,68.24,0,40.14,1
5011011,F,N,Y,0,417000.0,Working,Secondary / secondary special,Married,House / apartment,-19378,-10147,1,0,0,0,Laborers,2,53.05,0,27.78,0
5011012,M,Y,Y,1,374200.0,Working,Secondary / secondary special,Married,House / apartment,-17232,-8900,1,0,0,1,Laborers,3,47.18,0,24.37,0
5011013,F,N,Y,1,465700.0,Commercial associate,Higher education,Married,House / apartment,-9625,-346,1,0,0,0,Unknown,3,26.35,0,0.95,0
5011014,F,N,Y,1,280900.0,Working,Secondary / secondary special,Widow,House / apartment,-14448,-1429,1,1,0,0,Accountants,2,39.56,0,3.91,0
5011015,F,Y,Y,0,182400.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-7958,-810,1,1,0,1,Medicine staff,1,21.79,0,2.22,0
5011016,M,Y,N,0,422000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21215,-12677,1,0,0,0,Unknown,2,58.08,0,34.71,0
5011017,F,N,N,0,430100.0,State servant,Secondary / secondary special,Married,House / apartment,-10278,-3691,1,0,1,1,Laborers,2,28.14,0,10.11,0
5011018,F,Y,Y,0,424300.0,Pensioner,Higher education,Married,House / apartment,-18161,365243,1,0,1,0,Unknown,2,49.72,1,0.0,0
5011019,M,N,Y,0,249600.0,Working,Secondary / secondary special,Married,House / apartment,-20078,-6960,1,0,0,0,Laborers,2,54.97,0,19.06,1
5011020,F,N,Y,0,170600.0,Commercial associate,Higher education,Married,Municipal apartment,-13998,-4301,1,0,0,0,Medicine staff,2,38.32,0,11.78,0
5011021,M,N,Y,1,268600.0,Working,Secondary / secondary special,Married,Rented apartment,-18858,-9205,1,1,0,0,Core staff,3,51.63,0,25.2,0
5011022,F,N,Y,0,391000.0,Working,Higher education,Married,With parents,-21262,-6501,1,0,0,0,Medicine staff,2,58.21,0,17.8,0
5011023,M,N,Y,0,407400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10668,-401,1,0,0,0,Cooking staff,2,29.21,0,1.1,0
5011024,F,N,Y,0,196900.0,Commercial associate,Higher education,Married,House / apartment,-18278,-4464,1,1,0,0,Managers,2,50.04,0,12.22,0
5011025,F,Y,Y,0,285800.0,Working,Secondary / secondary special,Married,House / apartment,-20708,-4116,1,0,0,0,Sales staff,2,56.7,0,11.27,0
5011026,M,Y,Y,2,126900.0,Working,Higher education,Separated,House / apartment,-13826,-6541,1,0,1,0,Sales staff,3,37.85,0,17.91,0
5011027,M,Y,Y,0,399500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10272,365243,1,0,0,0,Unknown,2,28.12,1,0.0,0
5011028,M,N,N,2,165000.0,Working,Secondary / secondary special,Married,House / apartment,-12530,-2382,1,0,1,0,Security staff,4,34.31,0,6.52,0
5011029,F,N,Y,0,361500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24345,365243,1,0,0,0,Unknown,2,66.65,1,0.0,0
5011030,M,N,Y,0,137400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13833,-2242,1,1,0,1,Core staff,2,37.87,0,6.14,0
5011031,F,Y,Y,1,408900.0,Working,Secondary / secondary special,Married,House / apartment,-9272,-1523,1,0,1,0,Unknown,3,25.39,0,4.17,0
5011032,M,N,Y,0,286800.0,Working,Secondary / secondary special,Married,Municipal apartment,-8816,-1700,1,0,0,0,Laborers,2,24.14,0,4.65,0
5011033,M,N,Y,0,165200.0,Working,Secondary / secondary special,Married,House / apartment,-10601,-2791,1,0,0,0,High skill tech staff,2,29.02,0,7.64,0
5011034,F,Y,Y,0,344900.0,Pensioner,Higher education,Single / not married,House / apartment,-9634,365243,1,0,0,0,Unknown,1,26.38,1,0.0,0
5011035,M,N,N,0,181700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16346,365243,1,0,1,0,Unknown,2,44.75,1,0.0,0
5011036,F,Y,Y,1,355100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13652,-2035,1,0,1,0,Sales staff,3,37.38,0,5.57,0
5011037,F,N,Y,1,212900.0,Working,Secondary / secondary special,Separated,House / apartment,-22671,-6885,1,0,0,0,Managers,2,62.07,0,18.85,0
5011038,F,Y,Y,1,103300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23396,-15898,1,0,1,0,Drivers,3,64.05,0,43.53,0
5011039,F,N,N,0,149400.0,Working,Higher education,Married,House / apartment,-15948,365243,1,0,1,0,Unknown,2,43.66,1,0.0,0
5011040,F,N,N,0,196900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23532,-13143,1,1,0,0,Sales staff,2,64.43,0,35.98,0
5011041,M,N,N,0,483900.0,Working,Secondary / secondary special,Married,House / apartment,-15532,-3292,1,1,0,0,Unknown,2,42.52,0,9.01,0
5011042,M,N,Y,1,383100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19029,365243,1,0,1,0,Unknown,3,52.1,1,0.0,1
5011043,M,N,N,2,549800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10273,-21,1,0,0,1,Unknown,4,28.13,0,0.06,0
5011044,F,N,Y,0,558100.0,Working,Secondary / secondary special,Married,House / apartment,-8265,-998,1,0,0,0,Sales staff,2,22.63,0,2.73,0
5011045,M,N,Y,0,186900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10229,365243,1,0,0,1,Unknown,2,28.01,1,0.0,0
5011046,F,Y,N,0,222200.0,Working,Secondary / secondary special,Married,House / apartment,-11904,-1123,1,0,0,0,Unknown,2,32.59,0,3.07,0
5011047,F,N,N,0,198800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21020,-10373,1,0,1,0,Laborers,1,57.55,0,28.4,0
5011048,F,Y,Y,0,174500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10474,-1538,1,0,0,0,Unknown,1,28.68,0,4.21,0
5011049,F,Y,Y,0,97200.0,Commercial associate,Secondary / secondary special,Married,With parents,-9691,-2192,1,0,0,0,Secretaries,2,26.53,0,6.0,0
5011050,M,N,Y,0,242300.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24245,365243,1,0,0,0,Unknown,1,66.38,1,0.0,1
5011051,F,N,Y,1,128400.0,Pensioner,Higher education,Married,House / apartment,-19884,365243,1,0,0,0,Unknown,3,54.44,1,0.0,0
5011052,F,Y,Y,1,240000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-15949,-3800,1,0,0,0,Unknown,2,43.67,0,10.4,1
5011053,M,N,N,2,703200.0,Working,Higher education,Married,House / apartment,-9039,-1446,1,0,0,1,Core staff,4,24.75,0,3.96,0
5011054,M,N,Y,0,189200.0,Working,Higher education,Civil marriage,House / apartment,-22861,-3537,1,0,0,0,Unknown,2,62.59,0,9.68,0
5011055,F,N,N,0,269100.0,Working,Secondary / secondary special,Separated,House / apartment,-9282,-2261,1,0,0,0,Unknown,1,25.41,0,6.19,0
5011056,F,Y,N,0,384200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18464,365243,1,0,0,0,Unknown,2,50.55,1,0.0,0
5011057,F,N,Y,0,280900.0,State servant,Secondary / secondary special,Married,With parents,-19498,-10142,1,0,1,0,Unknown,2,53.38,0,27.77,0
5011058,F,Y,N,0,282600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14613,-4195,1,0,0,0,Managers,1,40.01,0,11.49,0
5011059,F,N,Y,1,203700.0,Pensioner,Higher education,Married,House / apartment,-23946,365243,1,0,0,0,Unknown,3,65.56,1,0.0,0
5011060,F,Y,Y,0,217400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8231,-568,1,0,1,0,Unknown,2,22.54,0,1.56,0
5011061,F,Y,Y,2,151100.0,Working,Secondary / secondary special,Married,House / apartment,-22246,-4454,1,0,0,0,Unknown,4,60.91,0,12.19,0
5011062,M,N,Y,1,372700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17419,-7052,1,0,0,0,Drivers,3,47.69,0,19.31,0
5011063,F,N,N,1,102200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18467,365243,1,0,0,0,Unknown,3,50.56,1,0.0,1
5011064,F,Y,N,1,396700.0,Working,Secondary / secondary special,Married,House / apartment,-25327,-12968,1,0,0,0,Unknown,3,69.34,0,35.5,0
5011065,F,Y,Y,0,121000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17946,365243,1,0,0,0,Unknown,2,49.13,1,0.0,0
5011066,F,N,N,1,395100.0,Working,Incomplete higher,Separated,House / apartment,-21861,-3084,1,0,0,1,Core staff,2,59.85,0,8.44,0
5011067,F,Y,Y,0,204500.0,Working,Secondary / secondary special,Married,House / apartment,-10109,-1283,1,0,1,0,Unknown,2,27.68,0,3.51,0
5011068,F,N,N,1,131900.0,Working,Secondary / secondary special,Married,House / apartment,-22085,-3104,1,0,1,0,Sales staff,3,60.47,0,8.5,1
5011069,F,Y,Y,0,326200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21204,365243,1,0,0,0,Unknown,2,58.05,1,0.0,0
5011070,F,Y,Y,0,388400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24985,-3829,1,0,0,1,Core staff,2,68.41,0,10.48,0
5011071,F,Y,Y,0,196100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24393,365243,1,0,0,0,Unknown,2,66.78,1,0.0,0
5011072,M,N,Y,0,350000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11213,-1793,1,0,0,0,Managers,1,30.7,0,4.91,0
5011073,F,Y,Y,0,77900.0,Working,Secondary / secondary special,Married,House / apartment,-15796,-1628,1,1,0,0,Cooking staff,2,43.25,0,4.46,1
5011074,M,Y,N,0,126100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23951,365243,1,1,0,0,Unknown,2,65.57,1,0.0,0
5011075,F,N,Y,1,465900.0,Working,Secondary / secondary special,Married,House / apartment,-19007,-393,1,0,1,0,Laborers,3,52.04,0,1.08,0
5011076,F,N,N,0,218300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15773,365243,1,0,1,0,Unknown,2,43.18,1,0.0,0
5011077,F,Y,N,0,96200.0,Working,Higher education,Single / not married,House / apartment,-9294,-767,1,0,0,0,Laborers,1,25.45,0,2.1,1
5011078,F,N,Y,0,172100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13729,-7025,1,0,0,0,Core staff,2,37.59,0,19.23,0
5011079,F,N,Y,0,153900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19454,-5904,1,0,0,0,Unknown,2,53.26,0,16.16,0
5011080,F,Y,N,0,224700.0,Pensioner,Higher education,Single / not married,House / apartment,-21493,365243,1,1,0,1,Unknown,1,58.84,1,0.0,0
5011081,F,Y,Y,1,202800.0,Working,Secondary / secondary special,Married,House / apartment,-15471,-272,1,0,0,0,Managers,3,42.36,0,0.74,0
5011082,F,N,Y,0,267000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8325,-650,1,0,0,0,Sales staff,2,22.79,0,1.78,0
5011083,M,N,Y,0,235800.0,Working,Secondary / secondary special,Separated,Rented apartment,-18868,-11211,1,0,0,0,Laborers,1,51.66,0,30.69,0
5011084,M,N,Y,0,481800.0,Working,Higher education,Married,House / apartment,-24135,-3889,1,0,0,0,Core staff,2,66.08,0,10.65,0
5011085,F,Y,N,0,301900.0,Working,Higher education,Civil marriage,House / apartment,-16371,-9456,1,0,0,0,Laborers,2,44.82,0,25.89,0
5011086,F,Y,Y,0,306900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24260,-17355,1,0,0,0,Unknown,1,66.42,0,47.52,0
5011087,M,N,Y,1,437200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13772,365243,1,0,0,0,Unknown,3,37.71,1,0.0,0
5011088,M,Y,Y,0,201000.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-23492,-4525,1,0,1,0,Unknown,2,64.32,0,12.39,0
5011089,M,N,N,0,129900.0,Working,Higher education,Married,House / apartment,-21666,-752,1,0,0,0,Drivers,2,59.32,0,2.06,0
5011090,F,N,N,0,446400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24869,365243,1,0,0,0,Unknown,2,68.09,1,0.0,0
5011091,M,Y,Y,0,261300.0,Working,Higher education,Single / not married,House / apartment,-21751,-5423,1,0,0,0,Core staff,1,59.55,0,14.85,0
5011092,F,N,Y,1,261700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13176,-3122,1,0,1,0,Drivers,3,36.07,0,8.55,1
5011093,M,N,Y,0,177900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23752,365243,1,0,0,0,Unknown,2,65.03,1,0.0,1
5011094,F,N,Y,0,179300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19536,365243,1,0,0,0,Unknown,2,53.49,1,0.0,0
5011095,M,Y,Y,1,372800.0,Working,Secondary / secondary special,Married,House / apartment,-10265,-2422,1,0,0,0,Drivers,3,28.1,0,6.63,0
5011096,M,Y,N,0,399400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8144,-1532,1,0,1,0,Core staff,2,22.3,0,4.19,0
5011097,F,N,Y,1,361300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13986,-5098,1,0,1,0,Unknown,2,38.29,0,13.96,0
5011098,M,Y,Y,0,362900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21675,365243,1,1,0,0,Unknown,1,59.34,1,0.0,0
5011099,M,N,N,0,324500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18595,-1416,1,0,0,0,Unknown,2,50.91,0,3.88,0
5011100,M,Y,Y,1,260700.0,Pensioner,Higher education,Married,House / apartment,-16932,365243,1,0,1,0,Unknown,3,46.36,1,0.0,0
5011101,M,N,Y,1,223600.0,Working,Secondary / secondary special,Married,House / apartment,-7373,-381,1,0,0,0,Managers,3,20.19,0,1.04,0
5011102,M,Y,Y,0,447100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15258,-5646,1,0,1,0,Laborers,2,41.77,0,15.46,0
5011103,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-10185,-1381,1,0,1,0,Laborers,2,27.89,0,3.78,0
5011104,F,Y,N,0,293700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15607,-8019,1,0,0,0,Medicine staff,2,42.73,0,21.95,0
5011105,F,N,Y,0,163300.0,Commercial associate,Secondary / secondary special,Separated,Office apartment,-25417,-9002,1,0,1,0,Laborers,1,69.59,0,24.65,0
5011106,F,Y,Y,0,175600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23368,365243,1,0,1,0,Unknown,1,63.98,1,0.0,0
5011107,M,N,Y,0,216900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12978,365243,1,0,0,0,Unknown,1,35.53,1,0.0,1
5011108,F,Y,N,1,163300.0,Working,Secondary / secondary special,Married,House / apartment,-18144,-6366,1,1,0,0,Core staff,3,49.68,0,17.43,0
5011109,F,N,Y,0,363800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16475,365243,1,0,0,0,Unknown,2,45.11,1,0.0,0
5011110,M,N,Y,0,124400.0,Working,Secondary / secondary special,Married,House / apartment,-9680,-2906,1,0,0,0,Laborers,2,26.5,0,7.96,0
5011111,F,Y,N,1,256600.0,Commercial associate,Higher education,Married,House / apartment,-25381,-2053,1,0,0,0,Sales staff,3,69.49,0,5.62,0
5011112,M,N,Y,0,260900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-15070,365243,1,0,0,0,Unknown,1,41.26,1,0.0,1
5011113,M,Y,N,0,98700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16540,-8149,1,0,0,0,Security staff,1,45.28,0,22.31,1
5011114,F,N,Y,0,195800.0,Pensioner,Higher education,Single / not married,House / apartment,-19132,365243,1,0,0,0,Unknown,1,52.38,1,0.0,0
5011115,F,N,Y,0,277400.0,Pensioner,Higher education,Married,House / apartment,-10803,365243,1,0,1,0,Unknown,2,29.58,1,0.0,0
5011116,F,Y,Y,1,302500.0,Working,Secondary / secondary special,Married,House / apartment,-11363,-2625,1,0,0,0,Laborers,3,31.11,0,7.19,0
5011117,F,Y,Y,0,220400.0,Working,Secondary / secondary special,Married,House / apartment,-10822,-3598,1,1,0,0,Laborers,2,29.63,0,9.85,0
5011118,F,Y,Y,0,342500.0,Working,Secondary / secondary special,Married,House / apartment,-14326,-3304,1,0,1,0,Managers,2,39.22,0,9.05,0
5011119,M,N,Y,1,231100.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10952,-2264,1,0,0,0,Managers,3,29.98,0,6.2,1
5011120,M,Y,Y,0,245800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24223,-16954,1,0,1,0,Drivers,1,66.32,0,46.42,0
5011121,F,N,Y,0,276900.0,Commercial associate,Higher education,Married,House / apartment,-20350,-4103,1,0,0,0,Unknown,2,55.72,0,11.23,0
5011122,F,N,Y,1,388100.0,Working,Secondary / secondary special,Married,House / apartment,-23702,365243,1,0,1,0,Unknown,3,64.89,1,0.0,0
5011123,F,N,N,0,174100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22800,-10744,1,0,1,0,Managers,1,62.42,0,29.42,0
5011124,F,Y,Y,0,191400.0,Pensioner,Higher education,Married,House / apartment,-20146,365243,1,1,1,0,Unknown,2,55.16,1,0.0,0
5011125,F,N,N,0,174700.0,Working,Secondary / secondary special,Married,House / apartment,-11738,-347,1,0,0,0,Unknown,2,32.14,0,0.95,0
5011126,F,N,Y,0,206800.0,State servant,Secondary / secondary special,Married,House / apartment,-18542,-2074,1,1,0,0,Unknown,2,50.77,0,5.68,0
5011127,M,N,Y,0,498100.0,Working,Higher education,Married,Rented apartment,-10707,-2801,1,0,0,0,Low-skill Laborers,2,29.31,0,7.67,0
5011128,F,Y,Y,0,325100.0,Working,Higher education,Single / not married,Co-op apartment,-9724,-411,1,0,1,0,Drivers,1,26.62,0,1.13,0
5011129,F,Y,N,1,138700.0,Working,Secondary / secondary special,Married,House / apartment,-18857,-10543,1,1,0,0,Unknown,3,51.63,0,28.87,0
5011130,F,Y,N,0,180800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-18712,-5107,1,0,0,0,Unknown,1,51.23,0,13.98,0
5011131,M,N,Y,0,294200.0,Working,Secondary / secondary special,Married,House / apartment,-10165,-818,1,0,0,0,Laborers,2,27.83,0,2.24,0
5011132,F,Y,N,1,155200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13741,-2617,1,1,0,0,Laborers,2,37.62,0,7.16,0
5011133,M,N,Y,0,169900.0,Working,Secondary / secondary special,Widow,Office apartment,-8515,-1837,1,0,1,0,Core staff,1,23.31,0,5.03,1
5011134,M,Y,Y,1,478300.0,Working,Secondary / secondary special,Married,House / apartment,-20376,-6258,1,0,0,0,Unknown,3,55.79,0,17.13,0
5011135,M,N,N,0,179700.0,Commercial associate,Higher education,Married,House / apartment,-25339,-3575,1,0,0,0,Core staff,2,69.37,0,9.79,0
5011136,F,N,N,0,393500.0,Commercial associate,Higher education,Married,Municipal apartment,-20818,-1601,1,0,0,0,Unknown,2,57.0,0,4.38,0
5011137,F,N,N,2,457300.0,Working,Higher education,Married,House / apartment,-22721,-1693,1,0,0,0,Managers,4,62.21,0,4.64,0
5011138,M,Y,Y,0,169200.0,Working,Secondary / secondary special,Married,House / apartment,-16004,-5914,1,1,0,0,Unknown,2,43.82,0,16.19,0
5011139,F,Y,Y,3,156400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9051,365243,1,0,0,0,Unknown,5,24.78,1,0.0,0
5011140,F,Y,Y,0,212600.0,Working,Higher education,Single / not married,House / apartment,-20575,-13897,1,0,1,0,Core staff,1,56.33,0,38.05,0
5011141,F,Y,Y,0,141700.0,Working,Higher education,Married,House / apartment,-11990,-790,1,0,0,0,Unknown,2,32.83,0,2.16,0
5011142,M,N,N,0,259400.0,Working,Higher education,Married,Municipal apartment,-14396,-1032,1,1,0,0,Sales staff,2,39.41,0,2.83,0
5011143,F,N,Y,0,220300.0,Working,Incomplete higher,Married,With parents,-20145,-7705,1,1,0,0,High skill tech staff,2,55.15,0,21.1,0
5011144,F,N,Y,1,292400.0,Working,Higher education,Separated,House / apartment,-23829,-11807,1,0,0,0,Core staff,2,65.24,0,32.33,0
5011145,M,Y,Y,0,490900.0,Working,Secondary / secondary special,Married,House / apartment,-16185,-4883,1,0,0,0,Unknown,2,44.31,0,13.37,0
5011146,M,N,Y,1,367400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24866,-17148,1,1,0,0,Drivers,3,68.08,0,46.95,0
5011147,F,N,Y,0,311800.0,Working,Secondary / secondary special,Separated,House / apartment,-16800,-4697,1,1,0,0,Managers,1,46.0,0,12.86,0
5011148,F,N,Y,0,91300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9542,-276,1,0,0,0,Private service staff,2,26.12,0,0.76,1
5011149,F,Y,N,0,304700.0,State servant,Secondary / secondary special,Married,House / apartment,-16773,-1727,1,0,0,0,Laborers,2,45.92,0,4.73,0
5011150,F,N,Y,0,577700.0,State servant,Higher education,Married,Municipal apartment,-23022,-10482,1,0,0,0,Sales staff,2,63.03,0,28.7,0
5011151,F,N,N,0,54200.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-17131,365243,1,0,0,0,Unknown,2,46.9,1,0.0,0
5011152,F,N,Y,0,344600.0,Working,Higher education,Married,House / apartment,-20961,-1199,1,1,0,0,Security staff,2,57.39,0,3.28,0
5011153,M,N,Y,0,225400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17312,365243,1,0,0,0,Unknown,2,47.4,1,0.0,0
5011154,F,Y,Y,1,159600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17277,365243,1,0,1,0,Unknown,3,47.3,1,0.0,0
5011155,F,Y,N,1,364400.0,Working,Higher education,Married,House / apartment,-12505,-2695,1,0,0,0,Managers,3,34.24,0,7.38,0
5011156,F,N,Y,0,574000.0,Working,Secondary / secondary special,Married,House / apartment,-10981,-4327,1,1,0,0,Laborers,2,30.06,0,11.85,0
5011157,F,N,Y,0,359700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12399,-3369,1,0,0,0,Drivers,2,33.95,0,9.22,0
5011158,F,Y,Y,0,202800.0,Working,Secondary / secondary special,Married,House / apartment,-15356,-1361,1,0,0,0,Unknown,2,42.04,0,3.73,0
5011159,M,N,Y,0,152300.0,Pensioner,Higher education,Separated,House / apartment,-22090,365243,1,0,0,0,Unknown,1,60.48,1,0.0,1
5011160,F,N,N,0,262400.0,Pensioner,Higher education,Separated,House / apartment,-22444,365243,1,1,0,0,Unknown,1,61.45,1,0.0,0
5011161,M,N,N,0,377800.0,Commercial associate,Higher education,Married,Office apartment,-10289,-3701,1,0,1,1,Core staff,2,28.17,0,10.13,0
5011162,F,Y,Y,1,201200.0,Pensioner,Higher education,Married,House / apartment,-17402,365243,1,0,1,0,Unknown,3,47.64,1,0.0,0
5011163,M,N,Y,0,211100.0,Working,Higher education,Married,House / apartment,-14903,-5566,1,1,1,0,Unknown,2,40.8,0,15.24,0
5011164,M,N,N,0,1001000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17732,-7428,1,0,0,0,Waiters/barmen staff,1,48.55,0,20.34,0
5011165,F,N,Y,0,418700.0,Working,Secondary / secondary special,Married,House / apartment,-19132,-6790,1,0,1,0,Unknown,2,52.38,0,18.59,0
5011166,M,N,Y,2,433900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12411,-2608,1,0,1,0,Unknown,4,33.98,0,7.14,0
5011167,F,N,Y,0,117600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24093,-5048,1,0,1,0,Unknown,1,65.96,0,13.82,0
5011168,F,N,Y,1,171400.0,Commercial associate,Higher education,Married,House / apartment,-24389,-7298,1,1,0,0,Managers,3,66.77,0,19.98,0
5011169,M,Y,Y,2,253400.0,State servant,Secondary / secondary special,Married,House / apartment,-9229,-414,1,0,0,0,Unknown,4,25.27,0,1.13,0
5011170,M,N,N,1,148000.0,Working,Secondary / secondary special,Married,House / apartment,-20144,-10332,1,1,0,0,Security staff,3,55.15,0,28.29,0
