ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS_TARGET,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,INCOME_PER_MEMBER,EMPLOYED_TO_AGE_RATIO,INCOME_GROUP,AGE_GROUP,EXPERIENCE_BUCKET,FINANCIAL_STABILITY_SCORE
5011464,F,Y,Y,0,588800.0,Working,Higher education,Married,House / apartment,-22074,-8967,1,0,0,0,Drivers,2.0,0,60.44,0,24.55,294400.0,0.40618795499669097,high,senior,senior,3.0
5011465,F,N,Y,0,160400.0,Working,Secondary / secondary special,Married,House / apartment,-10096,-51,1,0,1,0,Private service staff,2.0,0,27.64,0,0.14,80200.0,0.005065123010130246,medium,youth,entry,2.0
5011466,M,N,Y,2,200700.0,Commercial associate,Higher education,Married,House / apartment,-10865,-342,1,0,1,0,Core staff,4.0,0,29.75,0,0.94,50175.0,0.03159663865546218,medium,youth,entry,2.0
5011467,F,N,Y,3,161600.0,Working,Secondary / secondary special,Married,House / apartment,-11119,365243,1,0,1,0,,5.0,1,30.44,1,0.0,32320.0,0.0,medium,youth,entry,2.0
5011468,F,Y,Y,0,268100.0,Commercial associate,Higher education,Married,House / apartment,-21477,-14248,1,0,0,0,Medicine staff,2.0,0,58.8,0,39.01,134050.0,0.6634353741496598,high,senior,senior,3.0
5011469,M,Y,Y,0,186500.0,Commercial associate,Higher education,Separated,House / apartment,-23576,365243,1,0,0,0,,1.0,0,64.55,1,0.0,186500.0,0.0,medium,senior,entry,3.0
5011470,M,N,N,0,275200.0,Working,Higher education,Single / not married,House / apartment,-17584,-9475,1,0,0,0,Managers,1.0,0,48.14,0,25.94,275200.0,0.5388450353136685,high,adult,senior,1.0
5011471,F,N,N,0,423900.0,Working,Higher education,Single / not married,House / apartment,-24800,-7376,1,0,0,0,,1.0,0,67.9,0,20.19,423900.0,0.29734904270986745,high,senior,senior,1.0
5011472,F,N,Y,0,69000.0,Commercial associate,Higher education,Married,House / apartment,-20601,-8046,1,1,0,0,Drivers,2.0,0,56.4,0,22.03,34500.0,0.39060283687943265,low,senior,senior,1.0
5011473,M,Y,Y,0,312200.0,Working,Secondary / secondary special,Civil marriage,With parents,-17599,-7201,1,0,0,0,Drivers,2.0,0,48.18,0,19.72,156100.0,0.4092984640929846,high,adult,senior,3.0
5011474,F,N,Y,0,194000.0,Working,Secondary / secondary special,Separated,House / apartment,-18474,-5809,1,0,0,0,Laborers,1.0,0,50.58,0,15.9,194000.0,0.31435349940688023,medium,adult,senior,2.0
5011475,F,N,Y,1,307300.0,Commercial associate,Secondary / secondary special,Separated,Office apartment,-22820,-8276,1,0,0,0,Cleaning staff,2.0,0,62.48,0,22.66,153650.0,0.3626760563380282,high,senior,senior,2.0
5011476,F,N,Y,1,155900.0,Commercial associate,Higher education,Married,House / apartment,-8952,-908,1,0,0,0,Managers,3.0,0,24.51,0,2.49,51966.666666666664,0.10159118727050184,medium,youth,entry,2.0
5011477,M,N,Y,0,444000.0,Working,Secondary / secondary special,Married,Rented apartment,-10373,-1108,1,0,0,0,Laborers,2.0,0,28.4,0,3.03,222000.0,0.10669014084507042,high,youth,mid,2.0
5011478,F,N,Y,0,385400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12168,365243,1,0,1,0,,2.0,0,33.31,1,0.0,192700.0,0.0,high,youth,entry,2.0
5011479,M,N,N,0,324400.0,Commercial associate,Higher education,Married,House / apartment,-23646,-13161,1,0,1,0,,2.0,0,64.74,0,36.03,162200.0,0.5565338276181651,high,senior,senior,1.0
5011480,F,N,Y,0,363000.0,Working,Secondary / secondary special,Widow,House / apartment,-24562,-14641,1,0,0,0,Managers,1.0,0,67.25,0,40.08,363000.0,0.5959851301115241,high,senior,senior,2.0
5011481,M,N,N,0,168200.0,Working,Higher education,Married,Office apartment,-13810,-1545,1,0,0,0,,2.0,0,37.81,0,4.23,84100.0,0.11187516530018514,medium,adult,mid,1.0
5011482,M,Y,N,0,179100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24177,-12691,1,0,0,0,Drivers,2.0,0,66.19,0,34.75,89550.0,0.52500377700559,medium,senior,senior,2.0
5011483,F,Y,Y,0,355600.0,Working,Secondary / secondary special,Married,House / apartment,-17292,-9164,1,1,1,1,Laborers,2.0,0,47.34,0,25.09,177800.0,0.5299957752429235,high,adult,senior,3.0
5011484,M,N,N,0,166300.0,Working,Secondary / secondary special,Married,House / apartment,-15948,-5901,1,0,0,0,High skill tech staff,2.0,0,43.66,0,16.16,83150.0,0.37013284470911595,medium,adult,senior,1.0
5011485,F,N,N,1,503000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22513,-1948,1,0,0,0,Managers,2.0,0,61.64,0,5.33,251500.0,0.08646982478909798,high,senior,mid,1.0
5011486,M,N,Y,1,207700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17278,-914,1,0,0,0,Sales staff,3.0,0,47.3,0,2.5,69233.33333333333,0.052854122621564484,medium,adult,entry,2.0
5011487,F,N,Y,0,313800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15605,-1920,1,0,0,0,Laborers,2.0,0,42.72,0,5.26,156900.0,0.12312734082397003,high,adult,mid,2.0
5011488,M,Y,Y,0,697400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7597,-862,1,1,1,0,Sales staff,2.0,0,20.8,0,2.36,348700.0,0.11346153846153845,high,youth,entry,3.0
5011489,M,N,N,2,171500.0,Working,Secondary / secondary special,Married,House / apartment,-7541,-742,1,0,1,0,,4.0,0,20.65,0,2.03,42875.0,0.0983050847457627,medium,youth,entry,1.0
5011490,M,N,Y,0,252700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18766,-2312,1,0,0,0,Low-skill Laborers,1.0,0,51.38,0,6.33,252700.0,0.12319968859478396,high,adult,mid,2.0
5011491,F,Y,Y,1,413600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8646,-20,1,0,1,0,,2.0,0,23.67,0,0.05,206800.0,0.0021123785382340513,high,youth,entry,3.0
5011492,F,Y,Y,1,392800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20763,365243,1,1,0,0,,3.0,0,56.85,1,0.0,130933.33333333333,0.0,high,senior,entry,3.0
5011493,F,N,Y,1,207200.0,Commercial associate,Higher education,Separated,House / apartment,-18671,-2607,1,0,0,0,Managers,2.0,0,51.12,0,7.14,103600.0,0.1396713615023474,medium,adult,mid,2.0
5011494,F,Y,Y,0,188500.0,Working,Higher education,Married,House / apartment,-15664,-3303,1,1,0,0,,2.0,0,42.89,0,9.04,94250.0,0.21077174166472368,medium,adult,mid,3.0
5011495,F,N,N,0,217300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20268,-6415,1,0,0,0,Core staff,1.0,0,55.49,0,17.56,217300.0,0.31645341502973506,medium,senior,senior,1.0
5011496,M,Y,Y,2,503500.0,Working,Incomplete higher,Separated,House / apartment,-25441,-11790,1,0,0,0,Accountants,3.0,0,69.65,0,32.28,167833.33333333334,0.4634601579325197,high,senior,senior,3.0
5011497,F,N,N,0,212300.0,Working,Higher education,Married,Municipal apartment,-11804,-1557,1,0,0,0,Laborers,2.0,0,32.32,0,4.26,106150.0,0.1318069306930693,medium,youth,mid,1.0
5011498,F,N,N,0,253900.0,Working,Secondary / secondary special,Married,House / apartment,-17478,-4049,1,1,1,0,Laborers,2.0,0,47.85,0,11.09,126950.0,0.23176593521421107,high,adult,senior,1.0
5011499,F,N,Y,0,197200.0,Working,Secondary / secondary special,Married,House / apartment,-22698,-13238,1,0,0,0,Managers,2.0,0,62.14,0,36.24,98600.0,0.583199227550692,medium,senior,senior,2.0
5011500,F,N,Y,0,347400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7613,-2,1,0,0,0,Sales staff,1.0,0,20.84,0,0.01,347400.0,0.00047984644913627643,high,youth,entry,2.0
5011501,M,N,N,1,263900.0,Working,Higher education,Widow,House / apartment,-11022,-1374,1,0,0,1,Sales staff,2.0,0,30.18,0,3.76,131950.0,0.12458581842279655,high,youth,mid,1.0
5011502,F,Y,N,0,147800.0,Working,Secondary / secondary special,Married,House / apartment,-16819,-7793,1,0,0,0,Accountants,2.0,0,46.05,0,21.34,73900.0,0.46340933767643866,medium,adult,senior,1.0
5011503,F,Y,Y,1,150400.0,Working,Higher education,Married,House / apartment,-17390,-1702,1,0,0,0,,3.0,0,47.61,0,4.66,50133.333333333336,0.09787859693341736,medium,adult,mid,3.0
5011504,F,N,Y,1,89900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8882,-1869,1,0,0,0,Core staff,3.0,1,24.32,0,5.12,29966.666666666668,0.21052631578947367,low,youth,mid,1.0
5011505,F,N,Y,0,161100.0,Pensioner,Lower secondary,Single / not married,House / apartment,-14746,365243,1,0,1,0,,1.0,1,40.37,1,0.0,161100.0,0.0,medium,adult,entry,2.0
5011506,M,N,N,0,363100.0,Pensioner,Higher education,Married,House / apartment,-16798,365243,1,0,0,0,,2.0,0,45.99,1,0.0,181550.0,0.0,high,adult,entry,1.0
5011507,M,Y,N,1,473200.0,Working,Higher education,Civil marriage,House / apartment,-15030,-980,1,0,0,1,Core staff,3.0,0,41.15,0,2.68,157733.33333333334,0.06512758201701094,high,adult,entry,2.0
5011508,F,Y,Y,0,343900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20100,-4508,1,0,0,0,High skill tech staff,2.0,0,55.03,0,12.34,171950.0,0.22424132291477375,high,senior,senior,3.0
5011509,F,Y,N,2,322200.0,Working,Secondary / secondary special,Married,House / apartment,-21392,-11040,1,0,0,0,Managers,4.0,1,58.57,0,30.23,80550.0,0.516134539866826,high,senior,senior,2.0
5011510,M,N,Y,1,229200.0,Working,Higher education,Married,House / apartment,-15711,-8016,1,1,0,0,Managers,3.0,0,43.01,0,21.95,76400.0,0.5103464310625436,medium,adult,senior,2.0
5011511,M,N,N,0,359700.0,Pensioner,Higher education,Married,House / apartment,-15079,365243,1,0,0,0,,2.0,0,41.28,1,0.0,179850.0,0.0,high,adult,entry,1.0
5011512,M,N,Y,1,281700.0,Working,Secondary / secondary special,Married,House / apartment,-20187,-5359,1,0,1,1,Accountants,3.0,0,55.27,0,14.67,93900.0,0.2654242808033291,high,senior,senior,2.0
5011513,M,N,Y,0,601800.0,Working,Higher education,Married,House / apartment,-17446,-3209,1,1,0,0,,2.0,0,47.76,0,8.79,300900.0,0.18404522613065324,high,adult,mid,2.0
5011514,F,Y,Y,0,232400.0,Working,Secondary / secondary special,Married,House / apartment,-23201,-16031,1,0,0,0,,2.0,0,63.52,0,43.89,116200.0,0.690963476070529,medium,senior,senior,3.0
5011515,F,Y,Y,1,477800.0,Working,Secondary / secondary special,Married,House / apartment,-16092,-70,1,0,0,1,Accountants,3.0,0,44.06,0,0.19,159266.66666666666,0.0043123014071720376,high,adult,entry,3.0
5011516,M,Y,Y,1,378000.0,Working,Secondary / secondary special,Married,House / apartment,-17794,-1790,1,0,0,0,Laborers,3.0,0,48.72,0,4.9,126000.0,0.10057471264367818,high,adult,mid,3.0
5011517,F,N,Y,0,352600.0,Working,Higher education,Civil marriage,House / apartment,-9657,-172,1,0,1,0,Drivers,2.0,0,26.44,0,0.47,176300.0,0.017776096822995458,high,youth,entry,2.0
5011518,M,Y,Y,0,89300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22572,-10927,1,1,0,0,Laborers,1.0,1,61.8,0,29.92,89300.0,0.48414239482200655,low,senior,senior,2.0
5011519,M,N,Y,0,388500.0,State servant,Higher education,Widow,House / apartment,-15017,-2933,1,0,1,0,,1.0,0,41.11,0,8.03,388500.0,0.19532960350279735,high,adult,mid,2.0
5011520,F,Y,Y,0,229100.0,Commercial associate,Secondary / secondary special,Married,With parents,-20437,-579,1,1,0,0,Accountants,2.0,0,55.95,0,1.59,114550.0,0.028418230563002682,medium,senior,entry,3.0
5011521,F,N,N,0,195500.0,Pensioner,Higher education,Married,House / apartment,-15148,365243,1,0,1,0,,2.0,0,41.47,1,0.0,97750.0,0.0,medium,adult,entry,1.0
5011522,F,N,N,0,116300.0,Pensioner,Higher education,Married,House / apartment,-7323,365243,1,1,0,1,,2.0,0,20.05,1,0.0,58150.0,0.0,medium,youth,entry,0.0
5011523,M,N,Y,0,243500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14617,-4439,1,1,1,0,Core staff,2.0,0,40.02,0,12.15,121750.0,0.3035982008995502,medium,adult,senior,2.0
5011524,F,N,Y,2,248300.0,Working,Secondary / secondary special,Married,House / apartment,-9999,-301,1,0,0,0,,4.0,0,27.38,0,0.82,62075.0,0.029948867786705625,medium,youth,entry,2.0
5011525,F,N,Y,0,127300.0,Working,Secondary / secondary special,Married,House / apartment,-14585,-7773,1,0,0,0,,2.0,0,39.93,0,21.28,63650.0,0.5329326321061859,medium,adult,senior,1.0
5011526,F,Y,N,0,116900.0,Commercial associate,Higher education,Married,House / apartment,-13174,-1304,1,0,0,0,Sales staff,2.0,0,36.07,0,3.57,58450.0,0.09897421680066537,medium,adult,mid,1.0
5011527,F,N,N,1,311400.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-4199,1,0,0,0,Sales staff,3.0,0,30.13,0,11.5,103800.0,0.3816793893129771,high,youth,senior,1.0
5011528,F,N,Y,1,377500.0,Working,Secondary / secondary special,Married,House / apartment,-9565,-1319,1,0,0,0,,3.0,0,26.19,0,3.61,125833.33333333333,0.13783886979763268,high,youth,mid,2.0
5011529,M,Y,N,2,268500.0,Working,Secondary / secondary special,Married,House / apartment,-20610,-6878,1,0,0,0,Sales staff,4.0,0,56.43,0,18.83,67125.0,0.3336877547403863,high,senior,senior,2.0
5011530,M,Y,N,0,434000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21091,-9702,1,1,0,0,Cleaning staff,2.0,0,57.74,0,26.56,217000.0,0.459993072393488,high,senior,senior,2.0
5011531,M,N,N,0,233800.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12145,-3354,1,0,0,0,High skill tech staff,2.0,0,33.25,0,9.18,116900.0,0.2760902255639098,medium,youth,mid,1.0
5011532,M,N,Y,0,237600.0,Working,Higher education,Married,House / apartment,-16348,-2458,1,0,0,0,,2.0,0,44.76,0,6.73,118800.0,0.15035746201966044,medium,adult,mid,2.0
5011533,F,N,Y,0,154300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15780,-8886,1,0,0,0,Managers,2.0,0,43.2,0,24.33,77150.0,0.5631944444444443,medium,adult,senior,2.0
5011534,F,N,Y,0,111900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13793,365243,1,1,0,0,,2.0,0,37.76,1,0.0,55950.0,0.0,medium,adult,entry,1.0
5011535,F,Y,Y,0,617100.0,Working,Higher education,Married,House / apartment,-12375,-504,1,0,1,0,,2.0,0,33.88,0,1.38,308550.0,0.04073199527744982,high,youth,entry,3.0
5011536,M,Y,Y,0,429800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10702,-2868,1,1,1,0,Drivers,2.0,0,29.3,0,7.85,214900.0,0.26791808873720135,high,youth,mid,3.0
5011537,F,N,Y,0,121700.0,Working,Secondary / secondary special,Married,House / apartment,-23246,-12110,1,0,0,0,,2.0,0,63.64,0,33.16,60850.0,0.5210559396605907,medium,senior,senior,1.0
5011538,F,Y,Y,0,263900.0,Pensioner,Higher education,Single / not married,Municipal apartment,-22523,365243,1,0,0,0,,1.0,0,61.66,1,0.0,263900.0,0.0,high,senior,entry,3.0
5011539,F,N,Y,0,232200.0,Working,Secondary / secondary special,Married,Office apartment,-14924,-2858,1,1,0,0,,2.0,0,40.86,0,7.82,116100.0,0.19138521781693588,medium,adult,mid,2.0
5011540,F,N,Y,0,212900.0,Working,Secondary / secondary special,Married,House / apartment,-20476,-1308,1,1,0,0,,2.0,0,56.06,0,3.58,106450.0,0.06386014983945772,medium,senior,mid,2.0
5011541,F,Y,Y,0,199000.0,Working,Secondary / secondary special,Separated,House / apartment,-16406,-7653,1,0,0,0,Drivers,1.0,0,44.92,0,20.95,199000.0,0.4663846838824577,medium,adult,senior,3.0
5011542,F,N,N,0,295400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8864,365243,1,1,1,0,,2.0,0,24.27,1,0.0,147700.0,0.0,high,youth,entry,1.0
5011543,M,Y,N,0,367500.0,State servant,Secondary / secondary special,Married,House / apartment,-22324,-12931,1,1,1,0,Core staff,2.0,0,61.12,0,35.4,183750.0,0.5791884816753927,high,senior,senior,2.0
5011544,F,N,Y,0,298500.0,Working,Incomplete higher,Civil marriage,Municipal apartment,-11309,-2615,1,0,0,0,,2.0,0,30.96,0,7.16,149250.0,0.23126614987080102,high,youth,mid,2.0
5011545,M,Y,Y,0,229900.0,State servant,Secondary / secondary special,Married,House / apartment,-20213,-1777,1,1,1,0,,2.0,0,55.34,0,4.87,114950.0,0.08800144560896277,medium,senior,mid,3.0
5011546,M,N,Y,0,225700.0,Working,Higher education,Married,House / apartment,-16937,-1600,1,1,1,0,Drivers,2.0,1,46.37,0,4.38,112850.0,0.0944576234634462,medium,adult,mid,2.0
5011547,M,Y,Y,1,390000.0,Working,Secondary / secondary special,Married,With parents,-19916,-3087,1,0,0,0,Sales staff,3.0,0,54.53,0,8.45,130000.0,0.1549605721621126,high,adult,mid,3.0
5011548,F,N,N,0,307800.0,State servant,Higher education,Separated,House / apartment,-15910,-5899,1,0,0,0,,1.0,0,43.56,0,16.15,307800.0,0.37075298438934795,high,adult,senior,1.0
5011549,F,N,Y,0,253200.0,Working,Higher education,Married,House / apartment,-20136,-12757,1,1,0,0,Drivers,2.0,0,55.13,0,34.93,126600.0,0.6335933248684926,high,senior,senior,2.0
5011550,F,Y,Y,3,239800.0,Working,Higher education,Single / not married,House / apartment,-7904,-362,1,0,0,0,Laborers,4.0,0,21.64,0,0.99,59950.0,0.04574861367837338,medium,youth,entry,3.0
5011551,M,N,N,0,290100.0,Working,Secondary / secondary special,Married,Rented apartment,-8051,-1129,1,1,0,0,Laborers,2.0,0,22.04,0,3.09,145050.0,0.14019963702359348,high,youth,mid,1.0
5011552,F,Y,Y,0,193200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23674,365243,1,0,0,0,,2.0,0,64.82,1,0.0,96600.0,0.0,medium,senior,entry,3.0
5011553,F,N,Y,0,368100.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-20996,365243,1,0,1,0,,2.0,0,57.48,1,0.0,184050.0,0.0,high,senior,entry,2.0
5011554,F,Y,Y,1,142600.0,Pensioner,Higher education,Married,Municipal apartment,-22435,365243,1,0,1,0,,3.0,0,61.42,1,0.0,47533.333333333336,0.0,medium,senior,entry,2.0
5011555,F,N,Y,0,198700.0,Commercial associate,Higher education,Married,House / apartment,-15643,-1327,1,0,1,0,Sales staff,2.0,0,42.83,0,3.63,99350.0,0.08475367732897501,medium,adult,mid,2.0
5011556,M,Y,Y,0,331400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15699,365243,1,0,1,0,,2.0,1,42.98,1,0.0,165700.0,0.0,high,adult,entry,3.0
5011557,M,N,Y,0,138600.0,Working,Higher education,Single / not married,House / apartment,-17057,-3782,1,0,0,0,Sales staff,1.0,0,46.7,0,10.35,138600.0,0.221627408993576,medium,adult,senior,1.0
5011558,F,Y,Y,0,111200.0,Commercial associate,Higher education,Married,House / apartment,-11755,-3477,1,0,0,0,Laborers,2.0,0,32.18,0,9.52,55600.0,0.2958359229334991,medium,youth,mid,2.0
5011559,M,N,N,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20701,-10366,1,1,0,0,Core staff,2.0,0,56.68,0,28.38,126000.0,0.5007057163020465,high,senior,senior,1.0
5011560,F,Y,Y,1,104500.0,Working,Secondary / secondary special,Married,With parents,-22453,-11374,1,0,0,0,Laborers,3.0,0,61.47,0,31.14,34833.333333333336,0.506588579795022,medium,senior,senior,2.0
5011561,F,N,N,0,127500.0,Working,Higher education,Separated,House / apartment,-23873,-886,1,0,0,0,Core staff,1.0,0,65.36,0,2.43,127500.0,0.03717870257037944,medium,senior,entry,0.0
5011562,F,N,Y,0,356400.0,Working,Secondary / secondary special,Married,House / apartment,-16747,-3219,1,1,0,0,Laborers,2.0,0,45.85,0,8.81,178200.0,0.19214830970556163,high,adult,mid,2.0
5011563,M,Y,Y,0,220400.0,Commercial associate,Higher education,Single / not married,House / apartment,-14876,-4783,1,0,0,1,Laborers,1.0,0,40.73,0,13.1,220400.0,0.321630247974466,medium,adult,senior,3.0
5011564,M,N,Y,0,464300.0,Working,Higher education,Single / not married,House / apartment,-22480,-13472,1,0,1,0,Laborers,1.0,0,61.55,0,36.88,464300.0,0.599187652315191,high,senior,senior,2.0
5011565,M,Y,Y,1,133700.0,Working,Secondary / secondary special,Married,House / apartment,-21051,-3160,1,0,1,1,Core staff,3.0,0,57.63,0,8.65,44566.666666666664,0.15009543640465037,medium,senior,mid,2.0
5011566,F,Y,Y,0,232900.0,Working,Secondary / secondary special,Married,House / apartment,-23144,365243,1,1,0,0,,2.0,0,63.36,1,0.0,116450.0,0.0,medium,senior,entry,3.0
5011567,F,N,Y,0,298100.0,Working,Secondary / secondary special,Married,House / apartment,-19280,-389,1,0,0,0,,2.0,0,52.79,0,1.07,149050.0,0.020268990339079373,high,adult,entry,2.0
5011568,M,N,N,0,136000.0,Commercial associate,Higher education,Married,House / apartment,-23437,-10707,1,0,0,0,,2.0,0,64.17,0,29.31,68000.0,0.45675549322113135,medium,senior,senior,0.0
5011569,F,N,Y,0,408900.0,Working,Secondary / secondary special,Married,House / apartment,-8931,-193,1,0,0,0,Managers,2.0,0,24.45,0,0.53,204450.0,0.021676891615541923,high,youth,entry,2.0
5011570,F,Y,Y,0,315200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19715,-13100,1,0,1,0,Laborers,1.0,0,53.98,0,35.87,315200.0,0.6645053723601334,high,adult,senior,3.0
5011571,M,Y,N,1,109200.0,Commercial associate,Higher education,Married,House / apartment,-8927,-255,1,0,0,0,Core staff,3.0,0,24.44,0,0.7,36400.0,0.02864157119476268,medium,youth,entry,1.0
5011572,F,Y,Y,0,239600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20982,365243,1,0,0,0,,2.0,0,57.45,1,0.0,119800.0,0.0,medium,senior,entry,3.0
5011573,F,N,Y,1,296100.0,Working,Secondary / secondary special,Married,With parents,-18782,-6582,1,1,0,0,Core staff,3.0,0,51.42,0,18.02,98700.0,0.3504472967716841,high,adult,senior,2.0
5011574,M,N,N,1,181800.0,Working,Secondary / secondary special,Married,House / apartment,-7597,-589,1,1,0,0,Core staff,3.0,0,20.8,0,1.61,60600.0,0.07740384615384616,medium,youth,entry,1.0
5011575,M,N,Y,1,116500.0,State servant,Secondary / secondary special,Married,House / apartment,-18249,-11353,1,1,1,0,Laborers,3.0,0,49.96,0,31.08,38833.333333333336,0.6220976781425139,medium,adult,senior,1.0
5011576,F,Y,Y,0,280600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9976,-887,1,0,0,0,Managers,1.0,0,27.31,0,2.43,280600.0,0.08897839619187112,high,youth,entry,3.0
5011577,F,Y,Y,0,737500.0,State servant,Secondary / secondary special,Married,Office apartment,-9906,-1317,1,0,1,0,,2.0,0,27.12,0,3.61,368750.0,0.13311209439528024,high,youth,mid,3.0
5011578,F,Y,Y,2,201200.0,Working,Incomplete higher,Married,Municipal apartment,-10053,-1234,1,0,0,0,High skill tech staff,4.0,0,27.52,0,3.38,50300.0,0.12281976744186046,medium,youth,mid,3.0
5011579,F,Y,Y,1,535000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16141,-2054,1,0,0,0,Laborers,2.0,0,44.19,0,5.62,267500.0,0.12717809459153656,high,adult,mid,3.0
5011580,M,Y,Y,1,167600.0,Working,Secondary / secondary special,Married,House / apartment,-9415,-2696,1,0,0,0,Laborers,3.0,0,25.78,0,7.38,55866.666666666664,0.2862684251357641,medium,youth,mid,3.0
5011581,M,N,N,0,271900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9600,-909,1,1,1,0,Laborers,1.0,0,26.28,0,2.49,271900.0,0.0947488584474886,high,youth,entry,1.0
5011582,F,N,N,0,359100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11983,365243,1,0,0,0,,2.0,0,32.81,1,0.0,179550.0,0.0,high,youth,entry,1.0
5011583,M,N,Y,1,243100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-7321,365243,1,1,1,0,,2.0,0,20.04,1,0.0,121550.0,0.0,medium,youth,entry,2.0
5011584,M,N,Y,0,210400.0,State servant,Secondary / secondary special,Married,House / apartment,-12342,-4598,1,0,0,0,Laborers,2.0,0,33.79,0,12.59,105200.0,0.37259544243859133,medium,youth,senior,2.0
5011585,F,Y,N,0,351000.0,Pensioner,Higher education,Married,House / apartment,-18599,365243,1,0,0,0,,2.0,0,50.92,1,0.0,175500.0,0.0,high,adult,entry,2.0
5011586,F,N,Y,0,628600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18291,365243,1,0,0,1,,2.0,0,50.08,1,0.0,314300.0,0.0,high,adult,entry,2.0
5011587,F,Y,Y,0,283700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25011,-8094,1,0,0,0,Laborers,2.0,0,68.48,0,22.16,141850.0,0.3235981308411215,high,senior,senior,3.0
5011588,F,N,Y,0,188600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9490,365243,1,0,1,0,,1.0,0,25.98,1,0.0,188600.0,0.0,medium,youth,entry,2.0
5011589,M,N,N,0,222000.0,Working,Secondary / secondary special,Married,House / apartment,-23112,-5414,1,0,0,0,Laborers,2.0,0,63.28,0,14.82,111000.0,0.23419721871049304,medium,senior,senior,1.0
5011590,F,Y,Y,0,860500.0,Working,Secondary / secondary special,Married,With parents,-14449,-3373,1,0,0,0,,2.0,0,39.56,0,9.23,430250.0,0.2333164812942366,high,adult,mid,3.0
5011591,M,N,N,0,261200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14373,-6158,1,0,0,0,Managers,2.0,0,39.35,0,16.86,130600.0,0.42846251588310036,high,adult,senior,1.0
5011592,F,Y,Y,0,181400.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-13675,365243,1,0,0,0,,2.0,0,37.44,1,0.0,90700.0,0.0,medium,adult,entry,3.0
5011593,F,N,Y,0,137700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9583,-563,1,0,0,0,Managers,2.0,0,26.24,0,1.54,68850.0,0.058689024390243906,medium,youth,entry,1.0
5011594,F,N,Y,1,98000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16044,365243,1,0,0,0,,3.0,0,43.93,1,0.0,32666.666666666668,0.0,low,adult,entry,1.0
5011595,F,Y,Y,0,292800.0,Working,Secondary / secondary special,Married,House / apartment,-21684,-12826,1,0,1,0,Laborers,2.0,0,59.37,0,35.12,146400.0,0.5915445511200943,high,senior,senior,3.0
5011596,F,N,N,0,338700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23293,-11063,1,0,1,0,Laborers,2.0,0,63.77,0,30.29,169350.0,0.4749882389838482,high,senior,senior,1.0
