ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5011493,F,N,Y,1,207200.0,Commercial associate,Higher education,Separated,House / apartment,-18671,-2607,1,0,0,0,Managers,2.0
5011494,F,Y,Y,0,188500.0,Working,Higher education,Married,House / apartment,-15664,-3303,1,1,0,0,,2.0
5011495,F,N,N,0,217300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20268,-6415,1,0,0,0,Core staff,1.0
5011496,M,Y,Y,2,503500.0,Working,Incomplete higher,Separated,House / apartment,-25441,-11790,1,0,0,0,Accountants,3.0
5011497,F,N,N,0,212300.0,Working,Higher education,Married,Municipal apartment,-11804,-1557,1,0,0,0,Laborers,2.0
5011498,F,N,N,0,253900.0,Working,Secondary / secondary special,Married,House / apartment,-17478,-4049,1,1,1,0,Laborers,2.0
5011499,F,N,Y,0,197200.0,Working,Secondary / secondary special,Married,House / apartment,-22698,-13238,1,0,0,0,Managers,2.0
5011500,F,N,Y,0,347400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7613,-2,1,0,0,0,Sales staff,1.0
5011501,M,N,N,1,263900.0,Working,Higher education,Widow,House / apartment,-11022,-1374,1,0,0,1,Sales staff,2.0
5011502,F,Y,N,0,147800.0,Working,Secondary / secondary special,Married,House / apartment,-16819,-7793,1,0,0,0,Accountants,2.0
5011503,F,Y,Y,1,150400.0,Working,Higher education,Married,House / apartment,-17390,-1702,1,0,0,0,,3.0
5011504,F,N,Y,1,89900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8882,-1869,1,0,0,0,Core staff,3.0
5011505,F,N,Y,0,161100.0,Pensioner,Lower secondary,Single / not married,House / apartment,-14746,365243,1,0,1,0,,1.0
5011506,M,N,N,0,363100.0,Pensioner,Higher education,Married,House / apartment,-16798,365243,1,0,0,0,,2.0
5011507,M,Y,N,1,473200.0,Working,Higher education,Civil marriage,House / apartment,-15030,-980,1,0,0,1,Core staff,3.0
5011508,F,Y,Y,0,343900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20100,-4508,1,0,0,0,High skill tech staff,2.0
5011509,F,Y,N,2,322200.0,Working,Secondary / secondary special,Married,House / apartment,-21392,-11040,1,0,0,0,Managers,4.0
5011510,M,N,Y,1,229200.0,Working,Higher education,Married,House / apartment,-15711,-8016,1,1,0,0,Managers,3.0
5011511,M,N,N,0,359700.0,Pensioner,Higher education,Married,House / apartment,-15079,365243,1,0,0,0,,2.0
5011512,M,N,Y,1,281700.0,Working,Secondary / secondary special,Married,House / apartment,-20187,-5359,1,0,1,1,Accountants,3.0
5011513,M,N,Y,0,601800.0,Working,Higher education,Married,House / apartment,-17446,-3209,1,1,0,0,,2.0
5011514,F,Y,Y,0,232400.0,Working,Secondary / secondary special,Married,House / apartment,-23201,-16031,1,0,0,0,,2.0
5011515,F,Y,Y,1,477800.0,Working,Secondary / secondary special,Married,House / apartment,-16092,-70,1,0,0,1,Accountants,3.0
5011516,M,Y,Y,1,378000.0,Working,Secondary / secondary special,Married,House / apartment,-17794,-1790,1,0,0,0,Laborers,3.0
5011517,F,N,Y,0,352600.0,Working,Higher education,Civil marriage,House / apartment,-9657,-172,1,0,1,0,Drivers,2.0
5011518,M,Y,Y,0,89300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22572,-10927,1,1,0,0,Laborers,1.0
5011519,M,N,Y,0,388500.0,State servant,Higher education,Widow,House / apartment,-15017,-2933,1,0,1,0,,1.0
5011520,F,Y,Y,0,229100.0,Commercial associate,Secondary / secondary special,Married,With parents,-20437,-579,1,1,0,0,Accountants,2.0
5011521,F,N,N,0,195500.0,Pensioner,Higher education,Married,House / apartment,-15148,365243,1,0,1,0,,2.0
5011522,F,N,N,0,116300.0,Pensioner,Higher education,Married,House / apartment,-7323,365243,1,1,0,1,,2.0
5011523,M,N,Y,0,243500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14617,-4439,1,1,1,0,Core staff,2.0
5011524,F,N,Y,2,248300.0,Working,Secondary / secondary special,Married,House / apartment,-9999,-301,1,0,0,0,,4.0
5011525,F,N,Y,0,127300.0,Working,Secondary / secondary special,Married,House / apartment,-14585,-7773,1,0,0,0,,2.0
5011526,F,Y,N,0,116900.0,Commercial associate,Higher education,Married,House / apartment,-13174,-1304,1,0,0,0,Sales staff,2.0
5011527,F,N,N,1,311400.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-4199,1,0,0,0,Sales staff,3.0
5011528,F,N,Y,1,377500.0,Working,Secondary / secondary special,Married,House / apartment,-9565,-1319,1,0,0,0,,3.0
5011529,M,Y,N,2,268500.0,Working,Secondary / secondary special,Married,House / apartment,-20610,-6878,1,0,0,0,Sales staff,4.0
5011530,M,Y,N,0,434000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21091,-9702,1,1,0,0,Cleaning staff,2.0
5011531,M,N,N,0,233800.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12145,-3354,1,0,0,0,High skill tech staff,2.0
5011532,M,N,Y,0,237600.0,Working,Higher education,Married,House / apartment,-16348,-2458,1,0,0,0,,2.0
5011533,F,N,Y,0,154300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15780,-8886,1,0,0,0,Managers,2.0
5011534,F,N,Y,0,111900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13793,365243,1,1,0,0,,2.0
5011535,F,Y,Y,0,617100.0,Working,Higher education,Married,House / apartment,-12375,-504,1,0,1,0,,2.0
5011536,M,Y,Y,0,429800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10702,-2868,1,1,1,0,Drivers,2.0
5011537,F,N,Y,0,121700.0,Working,Secondary / secondary special,Married,House / apartment,-23246,-12110,1,0,0,0,,2.0
5011538,F,Y,Y,0,263900.0,Pensioner,Higher education,Single / not married,Municipal apartment,-22523,365243,1,0,0,0,,1.0
5011539,F,N,Y,0,232200.0,Working,Secondary / secondary special,Married,Office apartment,-14924,-2858,1,1,0,0,,2.0
5011540,F,N,Y,0,212900.0,Working,Secondary / secondary special,Married,House / apartment,-20476,-1308,1,1,0,0,,2.0
5011541,F,Y,Y,0,199000.0,Working,Secondary / secondary special,Separated,House / apartment,-16406,-7653,1,0,0,0,Drivers,1.0
5011542,F,N,N,0,295400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8864,365243,1,1,1,0,,2.0
5011543,M,Y,N,0,367500.0,State servant,Secondary / secondary special,Married,House / apartment,-22324,-12931,1,1,1,0,Core staff,2.0
5011544,F,N,Y,0,298500.0,Working,Incomplete higher,Civil marriage,Municipal apartment,-11309,-2615,1,0,0,0,,2.0
5011545,M,Y,Y,0,229900.0,State servant,Secondary / secondary special,Married,House / apartment,-20213,-1777,1,1,1,0,,2.0
5011546,M,N,Y,0,225700.0,Working,Higher education,Married,House / apartment,-16937,-1600,1,1,1,0,Drivers,2.0
5011547,M,Y,Y,1,390000.0,Working,Secondary / secondary special,Married,With parents,-19916,-3087,1,0,0,0,Sales staff,3.0
5011548,F,N,N,0,307800.0,State servant,Higher education,Separated,House / apartment,-15910,-5899,1,0,0,0,,1.0
5011549,F,N,Y,0,253200.0,Working,Higher education,Married,House / apartment,-20136,-12757,1,1,0,0,Drivers,2.0
5011550,F,Y,Y,3,239800.0,Working,Higher education,Single / not married,House / apartment,-7904,-362,1,0,0,0,Laborers,4.0
5011551,M,N,N,0,290100.0,Working,Secondary / secondary special,Married,Rented apartment,-8051,-1129,1,1,0,0,Laborers,2.0
5011552,F,Y,Y,0,193200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23674,365243,1,0,0,0,,2.0
5011553,F,N,Y,0,368100.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-20996,365243,1,0,1,0,,2.0
5011554,F,Y,Y,1,142600.0,Pensioner,Higher education,Married,Municipal apartment,-22435,365243,1,0,1,0,,3.0
5011555,F,N,Y,0,198700.0,Commercial associate,Higher education,Married,House / apartment,-15643,-1327,1,0,1,0,Sales staff,2.0
5011556,M,Y,Y,0,331400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15699,365243,1,0,1,0,,2.0
5011557,M,N,Y,0,138600.0,Working,Higher education,Single / not married,House / apartment,-17057,-3782,1,0,0,0,Sales staff,1.0
5011558,F,Y,Y,0,111200.0,Commercial associate,Higher education,Married,House / apartment,-11755,-3477,1,0,0,0,Laborers,2.0
5011559,M,N,N,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20701,-10366,1,1,0,0,Core staff,2.0
5011560,F,Y,Y,1,104500.0,Working,Secondary / secondary special,Married,With parents,-22453,-11374,1,0,0,0,Laborers,3.0
5011561,F,N,N,0,127500.0,Working,Higher education,Separated,House / apartment,-23873,-886,1,0,0,0,Core staff,1.0
5011562,F,N,Y,0,356400.0,Working,Secondary / secondary special,Married,House / apartment,-16747,-3219,1,1,0,0,Laborers,2.0
5011563,M,Y,Y,0,220400.0,Commercial associate,Higher education,Single / not married,House / apartment,-14876,-4783,1,0,0,1,Laborers,1.0
5011564,M,N,Y,0,464300.0,Working,Higher education,Single / not married,House / apartment,-22480,-13472,1,0,1,0,Laborers,1.0
5011565,M,Y,Y,1,133700.0,Working,Secondary / secondary special,Married,House / apartment,-21051,-3160,1,0,1,1,Core staff,3.0
5011566,F,Y,Y,0,232900.0,Working,Secondary / secondary special,Married,House / apartment,-23144,365243,1,1,0,0,,2.0
5011567,F,N,Y,0,298100.0,Working,Secondary / secondary special,Married,House / apartment,-19280,-389,1,0,0,0,,2.0
5011568,M,N,N,0,136000.0,Commercial associate,Higher education,Married,House / apartment,-23437,-10707,1,0,0,0,,2.0
5011569,F,N,Y,0,408900.0,Working,Secondary / secondary special,Married,House / apartment,-8931,-193,1,0,0,0,Managers,2.0
5011570,F,Y,Y,0,315200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19715,-13100,1,0,1,0,Laborers,1.0
5011571,M,Y,N,1,109200.0,Commercial associate,Higher education,Married,House / apartment,-8927,-255,1,0,0,0,Core staff,3.0
5011572,F,Y,Y,0,239600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20982,365243,1,0,0,0,,2.0
5011573,F,N,Y,1,296100.0,Working,Secondary / secondary special,Married,With parents,-18782,-6582,1,1,0,0,Core staff,3.0
5011574,M,N,N,1,181800.0,Working,Secondary / secondary special,Married,House / apartment,-7597,-589,1,1,0,0,Core staff,3.0
5011575,M,N,Y,1,116500.0,State servant,Secondary / secondary special,Married,House / apartment,-18249,-11353,1,1,1,0,Laborers,3.0
5011576,F,Y,Y,0,280600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9976,-887,1,0,0,0,Managers,1.0
5011577,F,Y,Y,0,737500.0,State servant,Secondary / secondary special,Married,Office apartment,-9906,-1317,1,0,1,0,,2.0
5011578,F,Y,Y,2,201200.0,Working,Incomplete higher,Married,Municipal apartment,-10053,-1234,1,0,0,0,High skill tech staff,4.0
5011579,F,Y,Y,1,535000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16141,-2054,1,0,0,0,Laborers,2.0
5011580,M,Y,Y,1,167600.0,Working,Secondary / secondary special,Married,House / apartment,-9415,-2696,1,0,0,0,Laborers,3.0
5011581,M,N,N,0,271900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9600,-909,1,1,1,0,Laborers,1.0
5011582,F,N,N,0,359100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11983,365243,1,0,0,0,,2.0
5011583,M,N,Y,1,243100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-7321,365243,1,1,1,0,,2.0
5011584,M,N,Y,0,210400.0,State servant,Secondary / secondary special,Married,House / apartment,-12342,-4598,1,0,0,0,Laborers,2.0
5011585,F,Y,N,0,351000.0,Pensioner,Higher education,Married,House / apartment,-18599,365243,1,0,0,0,,2.0
5011586,F,N,Y,0,628600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18291,365243,1,0,0,1,,2.0
5011587,F,Y,Y,0,283700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25011,-8094,1,0,0,0,Laborers,2.0
5011588,F,N,Y,0,188600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9490,365243,1,0,1,0,,1.0
5011589,M,N,N,0,222000.0,Working,Secondary / secondary special,Married,House / apartment,-23112,-5414,1,0,0,0,Laborers,2.0
5011590,F,Y,Y,0,860500.0,Working,Secondary / secondary special,Married,With parents,-14449,-3373,1,0,0,0,,2.0
5011591,M,N,N,0,261200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14373,-6158,1,0,0,0,Managers,2.0
5011592,F,Y,Y,0,181400.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-13675,365243,1,0,0,0,,2.0
5011593,F,N,Y,0,137700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9583,-563,1,0,0,0,Managers,2.0
5011594,F,N,Y,1,98000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16044,365243,1,0,0,0,,3.0
5011595,F,Y,Y,0,292800.0,Working,Secondary / secondary special,Married,House / apartment,-21684,-12826,1,0,1,0,Laborers,2.0
5011596,F,N,N,0,338700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23293,-11063,1,0,1,0,Laborers,2.0
5011597,M,N,N,1,200200.0,State servant,Secondary / secondary special,Separated,House / apartment,-24889,-1091,1,0,0,0,Core staff,2.0
5011598,F,N,Y,2,242300.0,Working,Higher education,Married,House / apartment,-21646,-6055,1,0,0,0,Accountants,4.0
5011599,F,Y,N,0,136000.0,Pensioner,Higher education,Married,House / apartment,-18684,365243,1,0,0,0,,2.0
5011600,M,N,N,0,260900.0,Working,Incomplete higher,Married,House / apartment,-16391,-8792,1,0,0,0,Accountants,2.0
5011601,F,Y,Y,0,310600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-23283,-10479,1,0,0,0,Medicine staff,2.0
5011602,F,Y,Y,0,186800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20810,365243,1,1,0,0,,2.0
5011603,M,Y,Y,1,568500.0,Working,Secondary / secondary special,Married,House / apartment,-10250,-1954,1,0,1,0,Sales staff,3.0
5011604,F,Y,Y,2,160600.0,Working,Higher education,Married,House / apartment,-19770,-10333,1,0,1,0,Sales staff,4.0
5011605,F,Y,Y,2,281300.0,Working,Secondary / secondary special,Married,House / apartment,-15177,-729,1,1,0,0,Laborers,4.0
5011606,F,N,Y,0,373100.0,Working,Secondary / secondary special,Married,House / apartment,-18186,-7462,1,0,0,0,Medicine staff,2.0
5011607,F,Y,Y,0,234900.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-23711,-12967,1,0,0,0,Core staff,1.0
5011608,F,Y,N,2,222200.0,Working,Secondary / secondary special,Married,House / apartment,-19223,-5956,1,0,0,0,,4.0
5011609,F,Y,N,0,119500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24448,365243,1,1,0,0,,2.0
5011610,F,N,Y,0,481200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23127,-12045,1,0,0,0,Medicine staff,2.0
5011611,M,N,Y,1,224300.0,Working,Secondary / secondary special,Married,House / apartment,-9659,-1356,1,0,1,0,Core staff,3.0
5011612,F,Y,Y,0,319400.0,State servant,Higher education,Married,House / apartment,-7518,-691,1,0,0,0,Sales staff,2.0
5011613,F,Y,Y,0,341700.0,Pensioner,Higher education,Married,House / apartment,-14325,365243,1,1,0,0,,2.0
5011614,M,Y,Y,1,178300.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-23108,-1437,1,0,1,0,Laborers,2.0
5011615,F,Y,Y,0,221200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11508,-1654,1,0,0,0,,2.0
5011616,F,Y,Y,0,475800.0,Working,Secondary / secondary special,Married,House / apartment,-19932,-7590,1,0,1,0,,2.0
5011617,M,N,Y,0,139600.0,Working,Secondary / secondary special,Married,House / apartment,-15998,-4994,1,0,0,0,Cleaning staff,2.0
5011618,F,Y,Y,0,707500.0,Working,Secondary / secondary special,Married,House / apartment,-20930,-11146,1,0,0,0,Drivers,2.0
5011619,F,N,Y,0,168200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10318,365243,1,0,1,1,,2.0
5011620,F,Y,N,0,135400.0,Working,Higher education,Civil marriage,House / apartment,-11671,-2452,1,0,0,0,Core staff,2.0
5011621,M,N,N,0,260800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11734,-3450,1,1,1,0,Core staff,2.0
5011622,M,N,Y,1,736500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17321,-3782,1,0,0,0,,2.0
5011623,F,N,Y,0,93900.0,Working,Secondary / secondary special,Married,House / apartment,-12594,-1007,1,1,1,1,Cooking staff,2.0
5011624,F,Y,Y,1,227500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22129,-12228,1,1,0,0,Laborers,2.0
5011625,M,Y,Y,0,309800.0,Pensioner,Higher education,Widow,House / apartment,-13638,365243,1,0,0,0,,1.0
5011626,F,N,Y,0,248300.0,Working,Secondary / secondary special,Married,House / apartment,-19374,-1524,1,1,0,0,,2.0
5011627,M,N,Y,0,295500.0,Working,Secondary / secondary special,Married,House / apartment,-24627,-17016,1,1,0,0,Core staff,2.0
5011628,M,N,N,0,170500.0,Working,Secondary / secondary special,Single / not married,With parents,-18389,-6821,1,1,1,0,,1.0
5011629,F,N,Y,1,180900.0,Working,Secondary / secondary special,Married,House / apartment,-11727,-2549,1,0,0,0,Sales staff,3.0
5011630,F,N,N,0,226700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22471,-9590,1,1,0,0,IT staff,2.0
5011631,M,Y,Y,0,138800.0,Working,Secondary / secondary special,Widow,House / apartment,-7534,-552,1,0,0,0,Core staff,1.0
5011632,F,N,Y,0,238700.0,Working,Secondary / secondary special,Married,House / apartment,-11990,-2922,1,0,0,0,Managers,2.0
5011633,M,Y,Y,0,201000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14382,365243,1,0,1,0,,2.0
5011634,F,Y,Y,0,193000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10884,-3724,1,1,0,0,Core staff,2.0
5011635,F,N,Y,0,286600.0,Working,Secondary / secondary special,Married,House / apartment,-18336,-4870,1,0,0,0,Core staff,2.0
5011636,M,Y,Y,0,98200.0,Working,Secondary / secondary special,Married,House / apartment,-17495,-4236,1,0,0,0,High skill tech staff,2.0
5011637,M,N,Y,0,217700.0,Working,Higher education,Married,House / apartment,-14729,-4627,1,0,0,1,,2.0
5011638,F,Y,Y,0,777700.0,Working,Secondary / secondary special,Married,House / apartment,-12681,-2766,1,0,0,0,Laborers,2.0
5011639,F,N,Y,0,141800.0,Commercial associate,Lower secondary,Separated,House / apartment,-15229,-7900,1,0,1,0,Laborers,1.0
5011640,F,N,N,0,464300.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12623,-2759,1,0,0,0,,1.0
5011641,M,N,Y,0,250900.0,Working,Secondary / secondary special,Married,House / apartment,-11346,-2333,1,0,0,0,Laborers,2.0
5011642,F,Y,Y,1,180600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13720,-3707,1,0,1,0,,3.0
5011643,F,N,Y,1,126100.0,Working,Higher education,Married,House / apartment,-18305,-7788,1,0,1,0,Sales staff,3.0
5011644,F,N,N,1,261800.0,Working,Secondary / secondary special,Married,House / apartment,-19146,-8746,1,0,1,0,Core staff,3.0
5011645,F,N,Y,0,504900.0,Pensioner,Secondary / secondary special,Married,With parents,-12735,365243,1,1,1,0,,2.0
5011646,F,Y,Y,2,201000.0,Working,Secondary / secondary special,Married,House / apartment,-24607,-13677,1,0,0,0,Sales staff,4.0
5011647,F,N,Y,0,234400.0,Working,Higher education,Married,House / apartment,-12089,-1331,1,0,0,0,,2.0
5011648,F,N,Y,3,404600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20310,365243,1,0,0,0,,5.0
5011649,F,N,Y,0,289500.0,Working,Higher education,Married,House / apartment,-8793,-822,1,0,0,0,Sales staff,2.0
5011650,F,N,N,0,111200.0,Working,Secondary / secondary special,Married,House / apartment,-19447,-6664,1,0,0,0,Security staff,2.0
5011651,M,N,N,0,256500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15705,365243,1,0,1,0,,1.0
5011652,F,Y,Y,0,520000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17698,-5712,1,0,0,0,,1.0
5011653,F,Y,Y,1,239700.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10667,365243,1,0,0,0,,3.0
5011654,F,Y,Y,1,62000.0,Working,Higher education,Married,House / apartment,-15223,-177,1,1,0,0,Drivers,3.0
5011655,M,N,Y,3,296400.0,Working,Secondary / secondary special,Married,House / apartment,-21299,-2379,1,0,0,0,Sales staff,5.0
5011656,M,N,N,0,221100.0,Working,Higher education,Married,House / apartment,-21314,-11343,1,1,0,0,,2.0
5011657,F,Y,Y,0,97800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11643,-3537,1,0,1,1,Cooking staff,2.0
5011658,M,N,Y,0,105400.0,Working,Secondary / secondary special,Married,House / apartment,-13744,-4457,1,0,1,0,,2.0
5011659,F,N,Y,4,397500.0,Commercial associate,Higher education,Married,House / apartment,-7375,-163,1,0,0,0,,6.0
5011660,M,N,N,0,169300.0,Working,Secondary / secondary special,Married,House / apartment,-8948,-867,1,1,0,0,Sales staff,2.0
5011661,M,Y,Y,1,155100.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9619,-2089,1,0,0,0,,2.0
5011662,M,Y,Y,0,239800.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12668,-3839,1,0,0,0,Sales staff,1.0
5011663,M,Y,Y,0,176900.0,State servant,Secondary / secondary special,Married,House / apartment,-21167,-11632,1,0,1,1,Laborers,2.0
5011664,F,Y,Y,2,256700.0,Pensioner,Higher education,Married,House / apartment,-16623,365243,1,0,1,0,,4.0
5011665,M,Y,N,0,220600.0,State servant,Higher education,Married,House / apartment,-21780,-12362,1,0,0,1,Laborers,2.0
5011666,F,Y,Y,0,134000.0,Working,Higher education,Married,House / apartment,-21091,-2236,1,0,1,0,,2.0
5011667,F,N,Y,0,189100.0,Working,Higher education,Married,House / apartment,-18028,-11265,1,1,1,0,,2.0
5011668,F,Y,Y,1,304600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16434,-1718,1,0,0,0,Laborers,2.0
5011669,F,N,N,0,249300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24313,-6600,1,0,1,0,Sales staff,2.0
5011670,F,Y,Y,0,234300.0,Working,Higher education,Married,House / apartment,-17701,-1206,1,0,0,0,High skill tech staff,2.0
5011671,F,Y,Y,0,643200.0,Working,Secondary / secondary special,Married,House / apartment,-16123,-7513,1,0,1,0,Laborers,2.0
5011672,M,Y,Y,0,351900.0,Working,Secondary / secondary special,Married,House / apartment,-23177,-1122,1,1,1,0,,2.0
5011673,F,Y,Y,0,373900.0,Working,Higher education,Married,House / apartment,-8610,-646,1,1,0,1,Accountants,2.0
5011674,F,N,N,0,224700.0,Working,Secondary / secondary special,Married,House / apartment,-19286,-1618,1,0,1,0,,2.0
5011675,F,Y,N,2,272500.0,Working,Secondary / secondary special,Married,House / apartment,-9369,-2742,1,0,0,0,,4.0
5011676,F,N,Y,2,196800.0,Working,Higher education,Single / not married,House / apartment,-22277,-1425,1,0,1,0,Laborers,3.0
5011677,F,N,Y,0,360100.0,Working,Secondary / secondary special,Married,Municipal apartment,-21781,-9650,1,0,0,0,Laborers,2.0
5011678,F,N,N,1,231000.0,Commercial associate,Higher education,Married,House / apartment,-16502,-2599,1,0,0,0,Laborers,3.0
5011679,F,N,Y,0,272800.0,Commercial associate,Secondary / secondary special,Married,With parents,-19377,-10286,1,0,0,0,Managers,2.0
5011680,F,N,Y,0,264500.0,Working,Secondary / secondary special,Married,House / apartment,-21415,-8071,1,1,0,0,Sales staff,2.0
5011681,M,Y,Y,0,241900.0,Pensioner,Secondary / secondary special,Married,With parents,-16131,365243,1,0,0,0,,2.0
5011682,F,N,Y,0,1060800.0,Working,Higher education,Married,House / apartment,-23850,-11820,1,1,0,0,,2.0
5011683,M,Y,Y,0,174900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15286,-1486,1,0,0,0,,1.0
5011684,M,Y,N,0,174100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23596,-5816,1,0,0,0,Sales staff,2.0
5011685,F,N,N,1,345400.0,State servant,Secondary / secondary special,Married,House / apartment,-17947,-884,1,0,1,0,,3.0
5011686,M,N,Y,0,181300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15089,-795,1,0,0,0,,2.0
5011687,M,N,Y,0,211000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7380,-500,1,0,0,0,,1.0
5011688,M,Y,Y,0,141800.0,Working,Secondary / secondary special,Married,With parents,-12703,-1505,1,0,0,0,,2.0
5011689,F,N,Y,0,312200.0,Working,Secondary / secondary special,Married,House / apartment,-23155,-15991,1,0,0,0,Managers,2.0
5011690,F,Y,Y,0,314100.0,Working,Secondary / secondary special,Married,House / apartment,-15134,-825,1,0,1,0,Sales staff,2.0
5011691,F,Y,Y,0,208500.0,Working,Secondary / secondary special,Married,House / apartment,-15002,-3085,1,1,0,0,Laborers,2.0
5011692,F,Y,N,1,349000.0,Working,Secondary / secondary special,Married,House / apartment,-16243,-9606,1,0,0,0,Managers,3.0
5011693,F,N,N,1,96400.0,Working,Secondary / secondary special,Married,House / apartment,-12534,-2893,1,1,0,0,,3.0
5011694,M,Y,Y,0,171400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16282,-1860,1,0,0,0,,2.0
5011695,F,N,Y,0,224200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14167,-3699,1,0,0,0,Laborers,1.0
5011696,F,N,Y,2,135900.0,Working,Lower secondary,Married,Rented apartment,-23914,-429,1,1,0,0,Sales staff,4.0
5011697,F,N,N,0,101800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17604,365243,1,1,0,0,,2.0
5011698,M,N,Y,0,209300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22539,-8665,1,1,0,1,Managers,2.0
5011699,F,N,Y,0,345400.0,Working,Secondary / secondary special,Married,House / apartment,-19849,365243,1,1,1,0,,2.0
5011700,F,N,Y,0,463500.0,Working,Higher education,Married,House / apartment,-11188,-329,1,0,1,0,Laborers,2.0
5011701,M,N,N,1,185700.0,Commercial associate,Higher education,Single / not married,House / apartment,-23151,-11628,1,0,0,0,Sales staff,2.0
5011702,F,Y,N,0,352200.0,Working,Secondary / secondary special,Married,House / apartment,-8899,-795,1,0,0,0,Managers,2.0
5011703,M,N,Y,0,335600.0,Pensioner,Higher education,Single / not married,House / apartment,-15498,365243,1,1,0,0,,1.0
5011704,M,N,N,0,449000.0,Working,Secondary / secondary special,Married,House / apartment,-11673,-468,1,1,0,1,Sales staff,2.0
5011705,F,Y,Y,0,204900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17122,-8547,1,1,1,0,,1.0
5011706,M,Y,Y,2,99300.0,State servant,Secondary / secondary special,Married,With parents,-12785,-6061,1,0,1,0,Core staff,4.0
5011707,F,N,N,0,252900.0,State servant,Secondary / secondary special,Married,House / apartment,-20506,-11188,1,0,0,0,Core staff,2.0
