ID,MONTHS_BALANCE,STATUS
5011522,-2,0
5011522,-1,0
5011522,0,0
5011523,-24,C
5011523,-23,X
5011523,-22,0
5011523,-21,0
5011523,-20,0
5011523,-19,0
5011523,-18,1
5011523,-17,C
5011523,-16,C
5011523,-15,0
5011523,-14,0
5011523,-13,0
5011523,-12,0
5011523,-11,0
5011523,-10,0
5011523,-9,X
5011523,-8,C
5011523,-7,0
5011523,-6,0
5011523,-5,0
5011523,-4,0
5011523,-3,0
5011523,-2,C
5011523,-1,C
5011523,0,C
5011524,-40,C
5011524,-39,X
5011524,-38,X
5011524,-37,0
5011524,-36,0
5011524,-35,C
5011524,-34,0
5011524,-33,C
5011524,-32,0
5011524,-31,C
5011524,-30,C
5011524,-29,C
5011524,-28,C
5011524,-27,C
5011524,-26,0
5011524,-25,X
5011524,-24,0
5011524,-23,0
5011524,-22,0
5011524,-21,1
5011524,-20,0
5011524,-19,C
5011524,-18,X
5011524,-17,C
5011524,-16,C
5011524,-15,1
5011524,-14,0
5011524,-13,0
5011524,-12,0
5011524,-11,C
5011524,-10,C
5011524,-9,0
5011524,-8,0
5011524,-7,X
5011524,-6,0
5011524,-5,X
5011524,-4,C
5011524,-3,0
5011524,-2,X
5011524,-1,C
5011524,0,0
5011525,-50,1
5011525,-49,X
5011525,-48,0
5011525,-47,X
5011525,-46,1
5011525,-45,0
5011525,-44,C
5011525,-43,C
5011525,-42,C
5011525,-41,C
5011525,-40,0
5011525,-39,C
5011525,-38,X
5011525,-37,C
5011525,-36,0
5011525,-35,0
5011525,-34,0
5011525,-33,0
5011525,-32,0
5011525,-31,C
5011525,-30,0
5011525,-29,X
5011525,-28,0
5011525,-27,X
5011525,-26,0
5011525,-25,C
5011525,-24,0
5011525,-23,C
5011525,-22,0
5011525,-21,X
5011525,-20,C
5011525,-19,C
5011525,-18,0
5011525,-17,C
5011525,-16,0
5011525,-15,0
5011525,-14,C
5011525,-13,C
5011525,-12,C
5011525,-11,0
5011525,-10,C
5011525,-9,0
5011525,-8,C
5011525,-7,C
5011525,-6,0
5011525,-5,C
5011525,-4,X
5011525,-3,0
5011525,-2,C
5011525,-1,C
5011525,0,0
5011526,-41,C
5011526,-40,X
5011526,-39,C
5011526,-38,C
5011526,-37,C
5011526,-36,X
5011526,-35,0
5011526,-34,0
5011526,-33,0
5011526,-32,0
5011526,-31,C
5011526,-30,C
5011526,-29,C
5011526,-28,0
5011526,-27,1
5011526,-26,0
5011526,-25,C
5011526,-24,0
5011526,-23,0
5011526,-22,0
5011526,-21,0
5011526,-20,C
5011526,-19,C
5011526,-18,0
5011526,-17,0
5011526,-16,0
5011526,-15,0
5011526,-14,0
5011526,-13,X
5011526,-12,1
5011526,-11,C
5011526,-10,0
5011526,-9,0
5011526,-8,C
5011526,-7,0
5011526,-6,C
5011526,-5,C
5011526,-4,0
5011526,-3,C
5011526,-2,0
5011526,-1,0
5011526,0,C
5011527,-42,C
5011527,-41,0
5011527,-40,C
5011527,-39,0
5011527,-38,0
5011527,-37,0
5011527,-36,C
5011527,-35,0
5011527,-34,C
5011527,-33,0
5011527,-32,C
5011527,-31,0
5011527,-30,0
5011527,-29,0
5011527,-28,0
5011527,-27,0
5011527,-26,0
5011527,-25,C
5011527,-24,C
5011527,-23,C
5011527,-22,0
5011527,-21,C
5011527,-20,0
5011527,-19,C
5011527,-18,C
5011527,-17,C
5011527,-16,0
5011527,-15,0
5011527,-14,C
5011527,-13,C
5011527,-12,C
5011527,-11,C
5011527,-10,0
5011527,-9,C
5011527,-8,C
5011527,-7,0
5011527,-6,0
5011527,-5,0
5011527,-4,C
5011527,-3,C
5011527,-2,0
5011527,-1,C
5011527,0,0
5011528,-26,0
5011528,-25,0
5011528,-24,0
5011528,-23,0
5011528,-22,C
5011528,-21,0
5011528,-20,C
5011528,-19,X
5011528,-18,0
5011528,-17,C
5011528,-16,0
5011528,-15,0
5011528,-14,C
5011528,-13,0
5011528,-12,C
5011528,-11,0
5011528,-10,1
5011528,-9,C
5011528,-8,0
5011528,-7,C
5011528,-6,0
5011528,-5,0
5011528,-4,C
5011528,-3,0
5011528,-2,0
5011528,-1,X
5011528,0,C
5011529,-45,X
5011529,-44,C
5011529,-43,C
5011529,-42,C
5011529,-41,0
5011529,-40,0
5011529,-39,C
5011529,-38,0
5011529,-37,1
5011529,-36,0
5011529,-35,0
5011529,-34,C
5011529,-33,0
5011529,-32,C
5011529,-31,0
5011529,-30,0
5011529,-29,C
5011529,-28,C
5011529,-27,C
5011529,-26,C
5011529,-25,0
5011529,-24,X
5011529,-23,X
5011529,-22,C
5011529,-21,0
5011529,-20,X
5011529,-19,0
5011529,-18,X
5011529,-17,0
5011529,-16,C
5011529,-15,0
5011529,-14,C
5011529,-13,C
5011529,-12,C
5011529,-11,X
5011529,-10,1
5011529,-9,0
5011529,-8,C
5011529,-7,0
5011529,-6,C
5011529,-5,C
5011529,-4,C
5011529,-3,C
5011529,-2,C
5011529,-1,0
5011529,0,C
5011530,-33,0
5011530,-32,0
5011530,-31,0
5011530,-30,0
5011530,-29,0
5011530,-28,C
5011530,-27,C
5011530,-26,0
5011530,-25,C
5011530,-24,C
5011530,-23,0
5011530,-22,0
5011530,-21,C
5011530,-20,0
5011530,-19,X
5011530,-18,C
5011530,-17,C
5011530,-16,C
5011530,-15,C
5011530,-14,0
5011530,-13,C
5011530,-12,C
5011530,-11,C
5011530,-10,0
5011530,-9,0
5011530,-8,C
5011530,-7,0
5011530,-6,0
5011530,-5,C
5011530,-4,0
5011530,-3,0
5011530,-2,X
5011530,-1,X
5011530,0,C
5011531,-15,1
5011531,-14,1
5011531,-13,0
5011531,-12,C
5011531,-11,0
5011531,-10,0
5011531,-9,C
5011531,-8,0
5011531,-7,C
5011531,-6,C
5011531,-5,0
5011531,-4,C
5011531,-3,C
5011531,-2,0
5011531,-1,0
5011531,0,C
5011532,-16,C
5011532,-15,0
5011532,-14,C
5011532,-13,0
5011532,-12,0
5011532,-11,C
5011532,-10,C
5011532,-9,C
5011532,-8,X
5011532,-7,C
5011532,-6,X
5011532,-5,0
5011532,-4,0
5011532,-3,C
5011532,-2,C
5011532,-1,C
5011532,0,0
5011533,-46,C
5011533,-45,X
5011533,-44,0
5011533,-43,C
5011533,-42,X
5011533,-41,0
5011533,-40,C
5011533,-39,C
5011533,-38,C
5011533,-37,X
5011533,-36,0
5011533,-35,C
5011533,-34,0
5011533,-33,0
5011533,-32,0
5011533,-31,0
5011533,-30,C
5011533,-29,0
5011533,-28,C
5011533,-27,0
5011533,-26,1
5011533,-25,C
5011533,-24,0
5011533,-23,0
5011533,-22,C
5011533,-21,C
5011533,-20,C
5011533,-19,C
5011533,-18,C
5011533,-17,1
5011533,-16,0
5011533,-15,C
5011533,-14,0
5011533,-13,0
5011533,-12,0
5011533,-11,X
5011533,-10,C
5011533,-9,C
5011533,-8,C
5011533,-7,0
5011533,-6,0
5011533,-5,C
5011533,-4,C
5011533,-3,0
5011533,-2,C
5011533,-1,0
5011533,0,1
5011534,-24,C
5011534,-23,0
5011534,-22,0
5011534,-21,0
5011534,-20,X
5011534,-19,0
5011534,-18,0
5011534,-17,0
5011534,-16,0
5011534,-15,X
5011534,-14,C
5011534,-13,0
5011534,-12,C
5011534,-11,0
5011534,-10,C
5011534,-9,0
5011534,-8,C
5011534,-7,0
5011534,-6,0
5011534,-5,X
5011534,-4,C
5011534,-3,X
5011534,-2,C
5011534,-1,0
5011534,0,0
5011535,-31,0
5011535,-30,C
5011535,-29,0
5011535,-28,C
5011535,-27,C
5011535,-26,C
5011535,-25,C
5011535,-24,C
5011535,-23,C
5011535,-22,1
5011535,-21,0
5011535,-20,0
5011535,-19,C
5011535,-18,C
5011535,-17,C
5011535,-16,C
5011535,-15,C
5011535,-14,C
5011535,-13,C
5011535,-12,C
5011535,-11,0
5011535,-10,0
5011535,-9,0
5011535,-8,C
5011535,-7,C
5011535,-6,C
5011535,-5,X
5011535,-4,0
5011535,-3,1
5011535,-2,0
5011535,-1,C
5011535,0,0
5011536,-25,X
5011536,-24,X
5011536,-23,0
5011536,-22,0
5011536,-21,0
5011536,-20,0
5011536,-19,C
5011536,-18,C
5011536,-17,X
5011536,-16,0
5011536,-15,C
5011536,-14,C
5011536,-13,0
5011536,-12,C
5011536,-11,C
5011536,-10,C
5011536,-9,C
5011536,-8,0
5011536,-7,C
5011536,-6,0
5011536,-5,X
5011536,-4,X
5011536,-3,C
5011536,-2,X
5011536,-1,C
5011536,0,0
5011537,-21,0
5011537,-20,C
5011537,-19,C
5011537,-18,C
5011537,-17,X
5011537,-16,0
5011537,-15,0
5011537,-14,0
5011537,-13,0
5011537,-12,0
5011537,-11,1
5011537,-10,0
5011537,-9,C
5011537,-8,X
5011537,-7,0
5011537,-6,C
5011537,-5,C
5011537,-4,C
5011537,-3,C
5011537,-2,C
5011537,-1,0
5011537,0,X
5011538,-14,0
5011538,-13,0
5011538,-12,0
5011538,-11,0
5011538,-10,C
5011538,-9,0
5011538,-8,0
5011538,-7,C
5011538,-6,0
5011538,-5,C
5011538,-4,0
5011538,-3,0
5011538,-2,1
5011538,-1,0
5011538,0,0
5011539,-14,0
5011539,-13,C
5011539,-12,C
5011539,-11,C
5011539,-10,0
5011539,-9,C
5011539,-8,C
5011539,-7,X
5011539,-6,C
5011539,-5,C
5011539,-4,C
5011539,-3,0
5011539,-2,C
5011539,-1,X
5011539,0,C
5011540,-56,C
5011540,-55,0
5011540,-54,0
5011540,-53,0
5011540,-52,X
5011540,-51,1
5011540,-50,0
5011540,-49,C
5011540,-48,C
5011540,-47,0
5011540,-46,C
5011540,-45,0
5011540,-44,0
5011540,-43,0
5011540,-42,C
5011540,-41,X
5011540,-40,0
5011540,-39,C
5011540,-38,0
5011540,-37,C
5011540,-36,0
5011540,-35,C
5011540,-34,C
5011540,-33,0
5011540,-32,C
5011540,-31,0
5011540,-30,X
5011540,-29,0
5011540,-28,C
5011540,-27,C
5011540,-26,C
5011540,-25,C
5011540,-24,0
5011540,-23,0
5011540,-22,0
5011540,-21,C
5011540,-20,0
5011540,-19,0
5011540,-18,C
5011540,-17,0
5011540,-16,X
5011540,-15,C
5011540,-14,C
5011540,-13,0
5011540,-12,0
5011540,-11,C
5011540,-10,X
5011540,-9,0
5011540,-8,C
5011540,-7,C
5011540,-6,C
5011540,-5,C
5011540,-4,C
5011540,-3,0
5011540,-2,C
5011540,-1,0
5011540,0,C
5011541,-36,0
5011541,-35,0
5011541,-34,0
5011541,-33,C
5011541,-32,C
5011541,-31,0
5011541,-30,0
5011541,-29,C
5011541,-28,C
5011541,-27,0
5011541,-26,0
5011541,-25,0
5011541,-24,C
5011541,-23,0
5011541,-22,1
5011541,-21,X
5011541,-20,C
5011541,-19,C
5011541,-18,0
5011541,-17,C
5011541,-16,C
5011541,-15,C
5011541,-14,X
5011541,-13,1
5011541,-12,C
5011541,-11,0
5011541,-10,C
5011541,-9,C
5011541,-8,0
5011541,-7,C
5011541,-6,C
5011541,-5,0
5011541,-4,C
5011541,-3,0
5011541,-2,C
5011541,-1,C
5011541,0,X
5011542,-53,0
5011542,-52,0
5011542,-51,X
5011542,-50,C
5011542,-49,1
5011542,-48,C
5011542,-47,C
5011542,-46,C
5011542,-45,0
5011542,-44,C
5011542,-43,0
5011542,-42,0
5011542,-41,X
5011542,-40,0
5011542,-39,C
5011542,-38,X
5011542,-37,0
5011542,-36,0
5011542,-35,1
5011542,-34,C
5011542,-33,0
5011542,-32,C
5011542,-31,C
5011542,-30,0
5011542,-29,C
5011542,-28,C
5011542,-27,0
5011542,-26,0
5011542,-25,C
5011542,-24,0
5011542,-23,X
5011542,-22,0
5011542,-21,C
5011542,-20,X
5011542,-19,1
5011542,-18,X
5011542,-17,C
5011542,-16,1
5011542,-15,C
5011542,-14,0
5011542,-13,X
5011542,-12,C
5011542,-11,X
5011542,-10,1
5011542,-9,0
5011542,-8,C
5011542,-7,0
5011542,-6,0
5011542,-5,C
5011542,-4,1
5011542,-3,C
5011542,-2,C
5011542,-1,C
5011542,0,X
5011543,-41,0
5011543,-40,0
5011543,-39,0
5011543,-38,X
5011543,-37,X
5011543,-36,0
5011543,-35,0
5011543,-34,C
5011543,-33,C
5011543,-32,C
5011543,-31,0
5011543,-30,C
5011543,-29,C
5011543,-28,C
5011543,-27,0
5011543,-26,0
5011543,-25,C
5011543,-24,0
5011543,-23,C
5011543,-22,C
5011543,-21,0
5011543,-20,0
5011543,-19,0
5011543,-18,C
5011543,-17,C
5011543,-16,0
5011543,-15,C
5011543,-14,C
5011543,-13,0
5011543,-12,C
5011543,-11,0
5011543,-10,C
5011543,-9,0
5011543,-8,0
5011543,-7,X
5011543,-6,C
5011543,-5,C
5011543,-4,C
5011543,-3,C
5011543,-2,X
5011543,-1,C
5011543,0,0
5011544,-57,0
5011544,-56,C
5011544,-55,C
5011544,-54,C
5011544,-53,0
5011544,-52,0
5011544,-51,0
5011544,-50,0
5011544,-49,0
5011544,-48,C
5011544,-47,0
5011544,-46,0
5011544,-45,C
5011544,-44,0
5011544,-43,0
5011544,-42,X
5011544,-41,C
5011544,-40,0
5011544,-39,C
5011544,-38,C
5011544,-37,0
5011544,-36,X
5011544,-35,X
5011544,-34,X
5011544,-33,0
5011544,-32,0
5011544,-31,C
5011544,-30,0
5011544,-29,0
5011544,-28,C
5011544,-27,0
5011544,-26,0
5011544,-25,0
5011544,-24,C
5011544,-23,C
5011544,-22,C
5011544,-21,C
5011544,-20,0
5011544,-19,0
5011544,-18,0
5011544,-17,0
5011544,-16,0
5011544,-15,X
5011544,-14,0
5011544,-13,0
5011544,-12,C
5011544,-11,0
5011544,-10,0
5011544,-9,0
5011544,-8,0
5011544,-7,0
5011544,-6,0
5011544,-5,C
5011544,-4,C
5011544,-3,X
5011544,-2,0
5011544,-1,0
5011544,0,C
5011545,-28,C
5011545,-27,0
5011545,-26,0
5011545,-25,C
5011545,-24,0
5011545,-23,0
5011545,-22,C
5011545,-21,C
5011545,-20,1
5011545,-19,0
5011545,-18,0
5011545,-17,X
5011545,-16,C
5011545,-15,C
5011545,-14,X
5011545,-13,C
5011545,-12,0
5011545,-11,0
5011545,-10,0
5011545,-9,C
5011545,-8,X
5011545,-7,0
5011545,-6,C
5011545,-5,C
5011545,-4,1
5011545,-3,C
5011545,-2,C
5011545,-1,0
5011545,0,X
5011546,-54,1
5011546,-53,4
5011546,-52,0
5011546,-51,1
5011546,-50,C
5011546,-49,3
5011546,-48,0
5011546,-47,C
5011546,-46,0
5011546,-45,C
5011546,-44,3
5011546,-43,0
5011546,-42,C
5011546,-41,0
5011546,-40,X
5011546,-39,2
5011546,-38,0
5011546,-37,C
5011546,-36,2
5011546,-35,0
5011546,-34,0
5011546,-33,2
5011546,-32,0
5011546,-31,2
5011546,-30,1
5011546,-29,0
5011546,-28,C
5011546,-27,1
5011546,-26,0
5011546,-25,1
5011546,-24,C
5011546,-23,C
5011546,-22,C
5011546,-21,4
5011546,-20,0
5011546,-19,0
5011546,-18,C
5011546,-17,0
5011546,-16,2
5011546,-15,0
5011546,-14,0
5011546,-13,0
5011546,-12,C
5011546,-11,3
5011546,-10,X
5011546,-9,C
5011546,-8,4
5011546,-7,2
5011546,-6,1
5011546,-5,0
5011546,-4,0
5011546,-3,1
5011546,-2,1
5011546,-1,C
5011546,0,1
5011547,-27,0
5011547,-26,0
5011547,-25,0
5011547,-24,C
5011547,-23,0
5011547,-22,0
5011547,-21,C
5011547,-20,0
5011547,-19,0
5011547,-18,C
5011547,-17,C
5011547,-16,X
5011547,-15,0
5011547,-14,0
5011547,-13,0
5011547,-12,C
5011547,-11,0
5011547,-10,C
5011547,-9,C
5011547,-8,X
5011547,-7,C
5011547,-6,0
5011547,-5,0
5011547,-4,C
5011547,-3,C
5011547,-2,0
5011547,-1,X
5011547,0,C
5011548,-56,C
5011548,-55,0
5011548,-54,C
5011548,-53,0
5011548,-52,C
5011548,-51,C
5011548,-50,C
5011548,-49,0
5011548,-48,C
5011548,-47,0
5011548,-46,0
5011548,-45,0
5011548,-44,0
5011548,-43,C
5011548,-42,0
5011548,-41,0
5011548,-40,X
5011548,-39,C
5011548,-38,C
5011548,-37,C
5011548,-36,C
5011548,-35,0
5011548,-34,C
5011548,-33,C
5011548,-32,0
5011548,-31,0
5011548,-30,C
5011548,-29,0
5011548,-28,0
5011548,-27,C
5011548,-26,0
5011548,-25,0
5011548,-24,1
5011548,-23,C
5011548,-22,0
5011548,-21,C
5011548,-20,X
5011548,-19,C
5011548,-18,1
5011548,-17,C
5011548,-16,C
5011548,-15,C
5011548,-14,0
5011548,-13,C
5011548,-12,C
5011548,-11,C
5011548,-10,X
5011548,-9,0
5011548,-8,0
5011548,-7,C
5011548,-6,C
5011548,-5,X
5011548,-4,C
5011548,-3,C
5011548,-2,0
5011548,-1,0
5011548,0,C
5011549,-7,0
5011549,-6,C
5011549,-5,C
5011549,-4,0
5011549,-3,0
5011549,-2,C
5011549,-1,0
5011549,0,C
5011550,-49,0
5011550,-48,0
5011550,-47,0
5011550,-46,0
5011550,-45,0
5011550,-44,0
5011550,-43,0
5011550,-42,0
5011550,-41,C
5011550,-40,0
5011550,-39,C
5011550,-38,0
5011550,-37,C
5011550,-36,0
5011550,-35,0
5011550,-34,C
5011550,-33,1
5011550,-32,0
5011550,-31,X
5011550,-30,0
5011550,-29,X
5011550,-28,0
5011550,-27,C
5011550,-26,C
5011550,-25,0
5011550,-24,0
5011550,-23,0
5011550,-22,C
5011550,-21,X
5011550,-20,C
5011550,-19,0
5011550,-18,0
5011550,-17,C
5011550,-16,C
5011550,-15,C
5011550,-14,C
5011550,-13,0
5011550,-12,C
5011550,-11,0
5011550,-10,C
5011550,-9,C
5011550,-8,0
5011550,-7,C
5011550,-6,0
5011550,-5,C
5011550,-4,0
5011550,-3,C
5011550,-2,C
5011550,-1,0
5011550,0,C
5011551,-34,0
5011551,-33,0
5011551,-32,0
5011551,-31,C
5011551,-30,C
5011551,-29,C
5011551,-28,C
5011551,-27,0
5011551,-26,C
5011551,-25,0
5011551,-24,0
5011551,-23,0
5011551,-22,C
5011551,-21,0
5011551,-20,0
5011551,-19,0
5011551,-18,0
5011551,-17,C
5011551,-16,C
5011551,-15,1
5011551,-14,C
5011551,-13,0
5011551,-12,0
5011551,-11,X
5011551,-10,0
5011551,-9,0
5011551,-8,0
5011551,-7,C
5011551,-6,C
5011551,-5,C
5011551,-4,C
5011551,-3,0
5011551,-2,0
5011551,-1,X
5011551,0,0
5011552,-57,C
5011552,-56,1
5011552,-55,0
5011552,-54,C
5011552,-53,X
5011552,-52,0
5011552,-51,C
5011552,-50,C
5011552,-49,C
5011552,-48,C
5011552,-47,0
5011552,-46,0
5011552,-45,0
5011552,-44,C
5011552,-43,C
5011552,-42,0
5011552,-41,C
5011552,-40,0
5011552,-39,C
5011552,-38,C
5011552,-37,C
5011552,-36,0
5011552,-35,0
5011552,-34,C
5011552,-33,0
5011552,-32,0
5011552,-31,C
5011552,-30,C
5011552,-29,X
5011552,-28,C
5011552,-27,C
5011552,-26,C
5011552,-25,0
5011552,-24,C
5011552,-23,0
5011552,-22,C
5011552,-21,0
5011552,-20,0
5011552,-19,C
5011552,-18,C
5011552,-17,C
5011552,-16,X
5011552,-15,C
5011552,-14,X
5011552,-13,X
5011552,-12,0
5011552,-11,0
5011552,-10,C
5011552,-9,X
5011552,-8,C
5011552,-7,C
5011552,-6,0
5011552,-5,C
5011552,-4,0
5011552,-3,0
5011552,-2,C
5011552,-1,C
5011552,0,C
5011553,-59,0
5011553,-58,C
5011553,-57,1
5011553,-56,0
5011553,-55,0
5011553,-54,C
5011553,-53,0
5011553,-52,X
5011553,-51,0
5011553,-50,C
5011553,-49,0
5011553,-48,C
5011553,-47,C
5011553,-46,X
5011553,-45,C
5011553,-44,0
5011553,-43,C
5011553,-42,C
5011553,-41,C
5011553,-40,0
5011553,-39,0
5011553,-38,0
5011553,-37,C
5011553,-36,0
5011553,-35,C
5011553,-34,0
5011553,-33,X
5011553,-32,X
5011553,-31,0
5011553,-30,0
5011553,-29,C
5011553,-28,X
5011553,-27,0
5011553,-26,C
5011553,-25,0
5011553,-24,0
5011553,-23,0
5011553,-22,0
5011553,-21,0
5011553,-20,0
5011553,-19,C
5011553,-18,C
5011553,-17,0
5011553,-16,0
5011553,-15,0
5011553,-14,C
5011553,-13,C
5011553,-12,C
5011553,-11,0
5011553,-10,C
5011553,-9,X
5011553,-8,0
5011553,-7,0
5011553,-6,0
5011553,-5,C
5011553,-4,0
5011553,-3,X
5011553,-2,0
5011553,-1,X
5011553,0,0
5011554,-8,X
5011554,-7,0
5011554,-6,0
5011554,-5,C
5011554,-4,C
5011554,-3,C
5011554,-2,0
5011554,-1,C
5011554,0,C
5011555,-54,0
5011555,-53,0
5011555,-52,0
5011555,-51,C
5011555,-50,0
5011555,-49,0
5011555,-48,C
5011555,-47,0
5011555,-46,0
5011555,-45,C
5011555,-44,C
5011555,-43,0
5011555,-42,0
5011555,-41,C
5011555,-40,C
5011555,-39,0
5011555,-38,0
5011555,-37,0
5011555,-36,0
5011555,-35,C
5011555,-34,0
5011555,-33,C
5011555,-32,C
5011555,-31,0
5011555,-30,1
5011555,-29,C
5011555,-28,0
5011555,-27,C
5011555,-26,0
5011555,-25,0
5011555,-24,0
5011555,-23,C
5011555,-22,C
5011555,-21,0
5011555,-20,X
5011555,-19,C
5011555,-18,C
5011555,-17,C
5011555,-16,0
5011555,-15,0
5011555,-14,C
5011555,-13,0
5011555,-12,C
5011555,-11,0
5011555,-10,0
5011555,-9,0
5011555,-8,0
5011555,-7,C
5011555,-6,C
5011555,-5,C
5011555,-4,0
5011555,-3,C
5011555,-2,C
5011555,-1,C
5011555,0,0
5011556,-28,C
5011556,-27,1
5011556,-26,2
5011556,-25,C
5011556,-24,3
5011556,-23,0
5011556,-22,0
5011556,-21,C
5011556,-20,1
5011556,-19,0
5011556,-18,0
5011556,-17,1
5011556,-16,2
5011556,-15,C
5011556,-14,C
5011556,-13,0
5011556,-12,C
5011556,-11,X
5011556,-10,0
5011556,-9,C
5011556,-8,4
5011556,-7,C
5011556,-6,C
5011556,-5,C
5011556,-4,0
5011556,-3,0
5011556,-2,0
5011556,-1,4
5011556,0,0
5011557,-34,X
5011557,-33,C
5011557,-32,X
5011557,-31,C
5011557,-30,0
5011557,-29,0
5011557,-28,C
5011557,-27,C
5011557,-26,0
5011557,-25,0
5011557,-24,C
5011557,-23,C
5011557,-22,0
5011557,-21,C
5011557,-20,C
5011557,-19,0
5011557,-18,C
5011557,-17,C
5011557,-16,0
5011557,-15,C
5011557,-14,0
5011557,-13,C
5011557,-12,X
5011557,-11,X
5011557,-10,0
5011557,-9,0
5011557,-8,C
5011557,-7,0
5011557,-6,0
5011557,-5,C
5011557,-4,C
5011557,-3,0
5011557,-2,0
5011557,-1,0
5011557,0,0
5011558,-25,0
5011558,-24,C
5011558,-23,0
5011558,-22,X
5011558,-21,X
5011558,-20,0
5011558,-19,X
5011558,-18,C
5011558,-17,C
5011558,-16,C
5011558,-15,0
5011558,-14,0
5011558,-13,0
5011558,-12,X
5011558,-11,C
5011558,-10,C
5011558,-9,C
5011558,-8,0
5011558,-7,0
5011558,-6,0
5011558,-5,0
5011558,-4,C
5011558,-3,C
5011558,-2,C
5011558,-1,0
5011558,0,C
5011559,-34,0
5011559,-33,0
5011559,-32,0
5011559,-31,X
5011559,-30,0
5011559,-29,C
5011559,-28,C
5011559,-27,0
5011559,-26,C
5011559,-25,1
5011559,-24,0
5011559,-23,0
5011559,-22,C
5011559,-21,0
5011559,-20,0
5011559,-19,0
5011559,-18,0
5011559,-17,X
5011559,-16,0
5011559,-15,0
5011559,-14,0
5011559,-13,0
5011559,-12,C
5011559,-11,0
5011559,-10,0
5011559,-9,0
5011559,-8,C
5011559,-7,C
5011559,-6,0
5011559,-5,1
5011559,-4,C
5011559,-3,0
5011559,-2,C
5011559,-1,C
5011559,0,0
5011560,-16,C
5011560,-15,X
5011560,-14,C
5011560,-13,C
5011560,-12,C
5011560,-11,0
5011560,-10,X
5011560,-9,C
5011560,-8,C
5011560,-7,0
5011560,-6,C
5011560,-5,0
5011560,-4,1
5011560,-3,X
5011560,-2,C
5011560,-1,0
5011560,0,0
5011561,-24,0
5011561,-23,0
5011561,-22,X
5011561,-21,0
5011561,-20,C
5011561,-19,0
5011561,-18,0
5011561,-17,0
5011561,-16,C
5011561,-15,1
5011561,-14,C
5011561,-13,C
5011561,-12,C
5011561,-11,0
5011561,-10,C
5011561,-9,0
5011561,-8,0
5011561,-7,C
5011561,-6,C
5011561,-5,0
5011561,-4,0
5011561,-3,C
5011561,-2,0
5011561,-1,X
5011561,0,X
5011562,-42,X
5011562,-41,0
5011562,-40,C
5011562,-39,0
5011562,-38,C
5011562,-37,0
5011562,-36,0
5011562,-35,C
5011562,-34,0
5011562,-33,0
5011562,-32,C
5011562,-31,0
5011562,-30,C
5011562,-29,0
5011562,-28,C
5011562,-27,C
5011562,-26,C
5011562,-25,0
5011562,-24,0
5011562,-23,0
5011562,-22,0
5011562,-21,C
5011562,-20,C
5011562,-19,0
5011562,-18,C
5011562,-17,C
5011562,-16,X
5011562,-15,X
5011562,-14,0
5011562,-13,C
5011562,-12,1
5011562,-11,C
5011562,-10,0
5011562,-9,0
5011562,-8,0
5011562,-7,C
5011562,-6,0
5011562,-5,C
5011562,-4,0
5011562,-3,0
5011562,-2,C
5011562,-1,0
5011562,0,C
5011563,-56,C
5011563,-55,0
5011563,-54,C
5011563,-53,0
5011563,-52,0
5011563,-51,0
5011563,-50,C
5011563,-49,C
5011563,-48,C
5011563,-47,C
5011563,-46,0
5011563,-45,C
5011563,-44,C
5011563,-43,C
5011563,-42,C
5011563,-41,C
5011563,-40,1
5011563,-39,0
5011563,-38,C
5011563,-37,C
5011563,-36,C
5011563,-35,C
5011563,-34,C
5011563,-33,0
5011563,-32,0
5011563,-31,X
5011563,-30,C
5011563,-29,C
5011563,-28,0
5011563,-27,C
5011563,-26,C
5011563,-25,C
5011563,-24,C
5011563,-23,X
5011563,-22,0
5011563,-21,0
5011563,-20,C
5011563,-19,0
5011563,-18,0
5011563,-17,X
5011563,-16,X
5011563,-15,C
5011563,-14,C
5011563,-13,C
5011563,-12,0
5011563,-11,C
5011563,-10,0
5011563,-9,C
5011563,-8,C
5011563,-7,0
5011563,-6,0
5011563,-5,0
5011563,-4,0
5011563,-3,0
5011563,-2,0
5011563,-1,C
5011563,0,0
5011564,-49,0
5011564,-48,X
5011564,-47,0
5011564,-46,C
5011564,-45,0
5011564,-44,C
5011564,-43,C
5011564,-42,C
5011564,-41,0
5011564,-40,C
5011564,-39,C
5011564,-38,C
5011564,-37,C
5011564,-36,0
5011564,-35,X
5011564,-34,C
5011564,-33,C
5011564,-32,C
5011564,-31,C
5011564,-30,0
5011564,-29,0
5011564,-28,0
5011564,-27,C
5011564,-26,0
5011564,-25,C
5011564,-24,0
5011564,-23,C
5011564,-22,0
5011564,-21,C
5011564,-20,0
5011564,-19,C
5011564,-18,C
5011564,-17,C
5011564,-16,0
5011564,-15,C
5011564,-14,C
5011564,-13,0
5011564,-12,0
5011564,-11,0
5011564,-10,0
5011564,-9,0
5011564,-8,C
5011564,-7,0
5011564,-6,C
5011564,-5,0
5011564,-4,C
5011564,-3,X
5011564,-2,0
5011564,-1,C
5011564,0,C
5011565,-20,C
5011565,-19,0
5011565,-18,0
5011565,-17,0
5011565,-16,0
5011565,-15,X
5011565,-14,C
5011565,-13,C
5011565,-12,0
5011565,-11,0
5011565,-10,C
5011565,-9,C
5011565,-8,0
5011565,-7,C
5011565,-6,C
5011565,-5,0
5011565,-4,0
5011565,-3,0
5011565,-2,0
5011565,-1,0
5011565,0,X
5011566,-15,0
